sumber_data,aplikasi,date,username,text,clean_text
playstore,gojek_customer,2018-04-17, Anastasia Tuwankotta , Please fix this immediately 1 Map sama driver sering ga nyambung Driverny ud sampe d tempat penjemputan di map masih di titik awal 2 Aplikasi gojek ga tau kenapa suka error lagi pesen or lagi tunggu driver tau mati sendiri aplikasiny 3 Token punya banyak Udah dikumpulin sampe 3ribu ,please fix immediately map driver nyambung driverny sampe penjemputan map titik aplikasi gojek suka error pesen tunggu driver mati aplikasiny token udah dikumpulin sampe ribu
playstore,gojek_customer,2018-04-17, Arif Prabu Wijaya , You deserve this 2 hari error terus login ga bisa bisa karena nunggu sms verifikasi yang ga jelas kapan sampenya Update OMG this is so frustrating I m still not able to login ,deserve error login nunggu sms verifikasi sampenya update omg frustrating still able login
playstore,gojek_customer,2018-04-17, Yenni YeNn , Aplikasi error on last week I can t login for 2 hours and I got 9 drivers called me asking where my position is Also my GoPay suddenly decreased 26k The automatically searching for new driver isn t really helpful if there s an issue ,aplikasi error last week can login hours got drivers called asking position also gopay suddenly decreased automatically searching new driver isn really helpful issue
playstore,gojek_customer,2018-04-16, Pradika Ferhan , Server is always down and error Can t even book a ride with this constant error And it isn t because of my network because it works perfectly fine with other similar application Please fix this issue I really don t want to shift to other app over this trivial issue ,server always error can even book ride constant error isn network works perfectly fine similar application please fix issue really don want shift app trivial issue
playstore,gojek_customer,2018-04-16, Dimas Jatikusumo , duuuuudddee your app prevents me from doing SWIPE FRENZY because the You got xxx points pop up blocks the spinning coin i got 90 tokens now so i want to do it quickly 1 click to close the pop up is waaaayy too much for me i m lazy but i m not the only one ,app prevents swipe frenzy got xxx points pop blocks spinning coin got tokens want quickly click close pop waaaayy much lazy one
playstore,gojek_customer,2018-04-19, Rapty Axa , Stupid app Why does it pair me with a driver that is close by radius but FAR AWAY by total distance distance <95> <9d> driveable route road This mechanism is very weak and prone to miscalculation This is so dumb ,stupid app pair driver close radius far away total distance distance driveable route road mechanism weak prone miscalculation dumb
playstore,gojek_customer,2018-04-16, Arthur Paul , Dua kali error dalam rentang waktu ga nyampe satu minggu Pertama beberapa hari yang lalu tiba tiba aplikasi nge order empat gojek sekaligus untuk satu tujuan yang sama Kedua barusan saya mau mesen tapi ga bisa jadinya ga jadi pake gojek Eh ketika saya udah mau nyampe tempat tujuan saya di apl ,kali error rentang nyampe minggu aplikasi order gojek tujuan barusan mesen pake gojek eh udah nyampe tujuan apl
playstore,gojek_customer,2018-04-13, A Google user , Susah buat mindahin pick up location nyaa sm destination suka nge lag padahal hp saya ios kadang keluat sendiri sama harga suka naik turun tolong di perbaiki dan di tingkat kan thankyou ,susah mindahin location nyaa sm destination suka lag hp ios kadang keluat harga suka turun tolong perbaiki tingkat thankyou
playstore,gojek_customer,2018-04-16, Panji Bagaskoro Wisnumurti , Baru update error gabisa pick up location lalu aplikasi crash setelah saya dapet driver saya tidak bisa lihat detail order saya dan aplikasi kembali crash saya user lama go jek pls fix this ,update error gabisa location aplikasi crash dapet driver lihat detail order aplikasi crash user go jek fix
playstore,gojek_customer,2018-04-15, Siti Fadillah , Akhir akhir ini sering bgt lag Error terus Sempet beberapa kali akhirnya make ojol tetanggaa krn pas mau order gojek ga bs terus Go pay jg sempet gabs digunain Zbl ih ,bgt lag error sempet kali make ojol tetanggaa pas order gojek go pay sempet gabs digunain zbl ih
playstore,gojek_customer,2018-04-16, Evelyn Merrelita , Your pin location is suck The driver on the map is going further away from pick up location Had to cancel and then he showed up after cancellation ,pin location suck driver map going away location cancel showed cancellation
playstore,gojek_customer,2018-04-16, goen Pujakesoema , mau isi saldo Gopay sama driver sering abis di alfamart sering error offline lah di Indomaret belum bisa ckckckck ,isi saldo gopay driver abis alfamart error offline indomaret ckckckck
playstore,gojek_customer,2018-04-17, Rozi Hanif , 2 saran 1 Sebaiknya toko kios bisa dikasih rating Kadang salah apa yg dipesen apa yg diantar Pernah juga dpt jus basi 2 Rating driver belakangan kan bisa ga perlu tiap kali buka mesti rating dulu Minimal pas rating bisa dimunculin itu total biaya apa2 aja yg udh dipesen ,saran toko kios dikasih rating kadang salah dipesen diantar dpt jus basi rating driver kali buka mesti rating minimal pas rating dimunculin total biaya udh dipesen
playstore,gojek_customer,2018-04-16, Endah Tahmidah , Helpful sih Tapi harga ongkir gofood makin mahal dan semakin setara sama harga makanannya Apalah dayaku yang anak kos ini ,helpful harga ongkir gofood mahal setara harga makanannya apalah dayaku anak kos
playstore,gojek_customer,2018-04-17, Joshua Dave Leesander , Sangat tidak rekomendasi Customer servicenya payah Kalo memang harga estimasi gofood apakah sampai 50k Sudah berapa kali harga gofood naik sebelah pihak dan beda harganya besar lagi Apakah anda sebagai perusahaan besar tidak mengetahui UU tentang perlindungan konsumen Jika anda sadar maka tran ,rekomendasi customer servicenya payah kalo harga estimasi gofood kali harga gofood sebelah beda harganya perusahaan uu perlindungan konsumen sadar tran
playstore,gojek_customer,2018-04-16, ELENA ABIGAIL , Goblok amat sh lo Kalo mmau register jgn tlp la kirim aja lewat sms gliran u tlp pake bahasa inggris gliran di ulang regis u tlp lagi tapi suara ilang terus gimana shhhh kalah lo ama grab aplikasi lemot ,goblok sh kalo mmau register tlp kirim sms gliran tlp pake bahasa inggris gliran ulang regis tlp suara ilang gimana shhhh kalah ama grab aplikasi lemot
playstore,gojek_customer,2018-04-19, Stephanie Putri Diasti , Gimana sih Gopay server kok busy di jam 6 pagi Kalau saya gak bawa cash gimana Gak bisa ngasih bintang minus satu 1 ya ,gimana gopay server busy bawa cash gimana ngasih bintang minus
playstore,gojek_customer,2018-04-17, Adi Fahman , crash terus tiap buka scroll menu di go food server lemot capek pake nya ,crash buka scroll menu go food server lemot capek pake
playstore,gojek_customer,2018-04-16, Irawan Rian , Much improvement Walaupun tergolong lama buat improve Tp salut interface baru oke bangett Rate it 5 stars from 1 star previously ,much improvement tergolong improve salut interface oke bangett rate stars star previously
playstore,gojek_customer,2018-04-16, Edo Prasetyo , Tadi waktu buka aplikasi ada keterangan server down tapi aplikasi tetep mencarikan driver baru dan tidak bisa dicancel sebaiknya ketika server down hal seperti ini tidak terjadi ,buka aplikasi keterangan server aplikasi tetep mencarikan driver dicancel server
playstore,gojek_customer,2018-04-15, Muhammad Marco , Saya punya pendalat bagaimana kalu GoJek tambahin fitur khusus wanita jadi kaum wanita yang takut kalau drivernya cowo takut iseng gak perlu lagi khawatir karena ada fitur khusus wanita ,pendalat kalu gojek tambahin fitur khusus wanita kaum wanita takut drivernya cowo takut iseng khawatir fitur khusus wanita
playstore,gojek_customer,2018-04-16, valen killzone , Tolong di perbaiki soal pemblokiran akunnya jangan tiba kena blokir tanpa pemberitahuan dan dijelaskan juga rincinya kenapa sampai diblokir ,tolong perbaiki pemblokiran akunnya kena blokir pemberitahuan rincinya diblokir
playstore,gojek_customer,2018-04-17, Devi Krismayanti Arif , Membantu banget layanan go foodnya cuma kasian aja kalo ada driver yang tempat tujuannya tutup padahal di aplikasi buka ,membantu banget layanan go foodnya kasian kalo driver tujuannya tutup aplikasi buka
playstore,gojek_customer,2018-04-19, Chris Woodrich , Aplikasinya cukup lancar meski semakin lama semakin mahal CSnya malas semua Kami diancam driver tidak ada tindak lanjut Saldo kami 1 5 juta tidak dapat dipakai tidak dibantu Mbok yo memperjakan orang CS yang profesional lah Ngapain buka call center kalau hasilnya pelanggan disuruh bikin ,aplikasinya lancar mahal csnya malas diancam driver tindak saldo juta dipakai dibantu memperjakan orang cs profesional ngapain buka call center hasilnya pelanggan disuruh bikin
playstore,gojek_customer,2018-04-16, naega josh , After the new update it becomes very laggy and i have trouble ordering drivers ,new update becomes laggy trouble ordering drivers
playstore,gojek_customer,2018-04-17, Heru DW , Sejak update terakhir kenapa jd sering lelet dan error ya ,update lelet error
playstore,gojek_customer,2018-04-16, Sella Destika , itu yang make tuyul nyusahin penumpang aja di maps drivernya udah deket aslinya dateng lama banget jadi telat kan ,make tuyul nyusahin penumpang maps drivernya udah deket aslinya dateng banget telat
playstore,gojek_customer,2018-04-17, Abigail Lea Marvelin Purnomo , tolong d perbaiki lagi erornya lama bgt gbsa pesen gofood trs naik nya jauh bgt buat ongkir gofood trs suka berubah ubah harganya ,tolong perbaiki erornya bgt gbsa pesen gofood trs bgt ongkir gofood trs suka berubah ubah harganya
playstore,gojek_customer,2018-04-18, Dania Putri , App error<89><db><d3> tau tau logout sendiri Mau login pake verifikasi sms tapi ditungguin gaada sms masuk sama sekali tau tau ada sekitar 4 driver yang ngehubungin saya nanya posisi meanwhile saya ga mesen sama sekali karena emang app ke logout ,app error logout login pake verifikasi sms ditungguin gaada sms masuk driver ngehubungin nanya posisi meanwhile mesen emang app logout
playstore,gojek_customer,2018-04-17, nabila saida Herdiana , Beberapa hari ini gojek ga bisa digunakan Setiap hari pakai gojek dan baru kali ini eror Ga bisa order bahkan pas di klik go ride cuma loading aja Please fix the problem as soon as possible ,gojek pakai gojek kali eror order pas go ride loading please fix problem soon possible
playstore,gojek_customer,2018-04-18, jihan amalia , Setelah di update error terus bahkan saya dapat gosend yg hp mati dan mgkn dia ga dapat notif adanya pesanan gosend sehongga dia ga menghubungi dan pergi makin jauh dan ga bisa di cancel karena tombol utk cancel pun gak ada ,update error gosend hp mati mgkn notif pesanan gosend sehongga menghubungi pergi cancel tombol cancel
playstore,gojek_customer,2018-04-16, Steffanie Anggie , Ssemakin ksini app semakin sering error barusan aja ak play token 17 kali transaksi tp poinnya ga masuk masuk Plis d perbaiki ,ssemakin ksini app error barusan ak play token kali transaksi poinnya masuk masuk plis perbaiki
playstore,gojek_customer,2018-04-18, hohow id , Very good app but it would be more interesting if i could see my friends history especially in go food so i can know what is my friends often to order so it can be a great recommendation for me too Thank you ,good app interesting see friends history especially go food can know friends often order can great recommendation thank
playstore,gojek_customer,2018-04-18, naima amaliah , Useless app my account has been blocked 5 times since I did cancel more than thrice weeks ago I ve called costumer service each time they solved it but the problem keeps occurs after every single order Wasting my time wasting my money each time I called cs Damn it you really enraged me ,useless app account blocked times since cancel thrice weeks ago ve called costumer service time solved problem keeps occurs every single order wasting time wasting money time called cs damn really enraged
playstore,gojek_customer,2018-04-17, Jourdy Limdrian , Say ketemu driver namanya Juwandi tpi waktu saya mau saya tnyakan posisi sya telpon 7x gk dijawab ,say ketemu driver namanya juwandi tpi tnyakan posisi sya telpon gk
playstore,gojek_customer,2018-04-19, Olly Rusmawan , Eventhough this app was useful for daily transportation but sometime GOJEK S MAP was annoying since it couldn t find perfect spot like Google map Please fix it ,eventhough app useful daily transportation sometime gojek map annoying since couldn find perfect spot like google map please fix
playstore,gojek_customer,2018-04-16, Sandy Angga Hikmata , Apakah ada kriteria khusus untuk masuk dalam ranking top Go Point earner Poin saya selalu sekitar 5 000 s d 6000 tapi nama saya tidak pernah tertulis dalam daily rank ,kriteria khusus masuk ranking top go point earner poin nama tertulis daily rank
playstore,gojek_customer,2018-04-16, Charlotte Butcher , Makin kesini app nya sering banget error ,kesini app banget error
playstore,gojek_customer,2018-04-19, Meifrita Putri , Ini error apa gimana sih udah top up go pay mau pakai gopay untuk go ride dan go food ga bisa sekali nya make payment cash gpp deh ehh titik penjemputan ga jelas trus suka numpuk apply go ride sampe ada 3 driver mau jemput saya Tolong dibenerin ya gojek fasilitas aplikasi nya Terima kasi ,error gimana udah top go pay pakai gopay go ride go food make payment cash gpp deh ehh titik penjemputan trus suka numpuk apply go ride sampe driver jemput tolong dibenerin gojek fasilitas aplikasi kasi
playstore,gojek_customer,2018-04-19, Kurnia Aliyanti , Sering banget ada masalah Double booking driver map dengan lokasi driver tidak sama go pay server sering error ,banget double booking driver map lokasi driver go pay server error
playstore,gojek_customer,2018-04-19, Rizky Ginardy , Parah setiap hari error sekarang go pay server busy Duit gw wooyy jangan diembat juga ,parah error go pay server busy duit gw wooyy diembat
playstore,gojek_customer,2018-04-17, Aulia Fitria , Berulang kali login minta verifikasi baru nulis alamat udah session expired Trus tiba2 keblokir karena keseringan failed login Padahal butuh urgent Hellooooo ,berulang kali login verifikasi nulis alamat udah session expired trus keblokir keseringan failed login butuh urgent hellooooo
playstore,gojek_customer,2018-04-19, Muhammad Rifky , Thr apps still unstable when it comes to peak hour And also the gopay server is busy frequently appeared It s really unstable ,thr apps still unstable comes peak hour also gopay server busy frequently appeared really unstable
playstore,gojek_customer,2018-04-14, Rena Mardita , Adanya gojek sangat memudahkan segala urusan saya ketika sedang sakit Terima kasih <d9><d4><ce> ,gojek memudahkan urusan sakit
playstore,gojek_customer,2018-04-16, Yusuf Andana , kok abangnya suka kelewatan 5 meteran ya dari rumah malah kerumah Tetangga ,abangnya suka kelewatan meteran rumah kerumah tetangga
playstore,gojek_customer,2018-04-19, made prajna anugrah widhiarta , the app is not using fastest route to the destination take more time and money pelase fix the bug ,app using fastest route destination take time money pelase fix bug
playstore,gojek_customer,2018-04-18, Fathimah Azzahra , Fitur chat jgn di ilangin pake fitur chatnya itu sngt membantu kami ,fitur chat ilangin pake fitur chatnya sngt membantu
playstore,gojek_customer,2018-04-16, Mas Dhani , Another issue pilihan tertulis 14km namun saat akan bayar calculating trdapat pesan max order 25km ,another issue pilihan tertulis km bayar calculating trdapat pesan max order km
playstore,gojek_customer,2018-04-18, wira satya , Kenapa kok error sih saya pesan gojek nya double padahal saya pesan satu kepesan dua ,error pesan gojek double pesan kepesan
playstore,gojek_customer,2018-04-16, MICHAEL CH RAJENDRA , Slow server responses some feature won t work properly ,slow server responses feature won work properly
playstore,gojek_customer,2018-04-17, Dion Pereira , This app is a life saver and can t imagine life without Go Jek anymore especially Go Food <d9><d4><ce> <d9><8f> ,app life saver can imagine life without go jek anymore especially go food
playstore,gojek_customer,2018-04-18, Reza Fitra Kusuma Negara , Uang saya dalam bentuk GO PAY ditahan oleh gojek waktu withdraw tidak segera cair Di aplikasi tertulis 1 hari kerja efektif Waktu komplain ke CS disuruh nunggu 3 x 24 jam Setelah lewat 3 x 24 jam komplain lagi kata CS untuk bank kecil bisa lebih dari 3 x 24 jam Tidak jelas lebihnya berap ,uang bentuk go pay ditahan gojek withdraw cair aplikasi tertulis kerja efektif komplain cs disuruh nunggu komplain cs bank lebihnya berap
playstore,gojek_customer,2018-04-17, Kenny Jusup , 2 hari error terus gabisa order ,error gabisa order
playstore,gojek_customer,2018-04-14, Malicious Hex , Ada bug stlh update di home go points ad tulisan token 5 Ps d klik g ada ,bug stlh update home go points tulisan token ps
playstore,gojek_customer,2018-04-17, rich 22 , Sering error Go point ga nambah2 Tlg perbaiki servernya krn sering bgt down ,error go point nambah tlg perbaiki servernya bgt
playstore,gojek_customer,2018-04-15, Redi Kalingga , Updated to v 3 4 1 order details could not loaded I can t track where my driver is ,updated order details loaded can track driver
playstore,gojek_customer,2018-04-18, Suliadi Marsetya , Recent version randomly checks for location even the app is not active in use ,recent version randomly checks location even app active use
playstore,gojek_customer,2018-04-18, Farah Farida , Excellent customer service I have problems before but the customer service team quickly handle it professionally ,excellent customer service problems customer service team quickly handle professionally
playstore,gojek_customer,2018-04-18, Yudhi Pratomo , Koneksi jadi nggak stabil setelah update terakhir point tidak terupdate setelah swipe ,koneksi nggak stabil update point terupdate swipe
playstore,gojek_customer,2018-04-19, Desi Aperta Banupramesti , Gimana nih go paynya error terus Menghambat saya pesan go ride ,gimana go paynya error menghambat pesan go ride
playstore,gojek_customer,2018-04-17, A Google user , Waktu lagi keluar kota selama seminggu setiap harinya slalu mesen 5 6 kali tpi sayang bgt ga dapet point sama sekali padahal pakai gopay karna waktu itu lgi gangguan kata driver nya Sangat sangat disayangkan ,kota seminggu harinya slalu mesen kali tpi sayang bgt dapet point pakai gopay lgi gangguan driver disayangkan
playstore,gojek_customer,2018-04-17, Fisca Anggraeni , Why gua kalo mesen gocar sama drivernya di cancel cancel mulu lama bgt mending kalo pas ga buru buru kalo iya karena kelamaan gua cancel dikatain ga punya etika ya ok gwenchana tlg driver juga pake etika ya ,gua kalo mesen gocar drivernya cancel cancel mulu bgt mending kalo pas buru buru kalo iya gua cancel dikatain etika gwenchana tlg driver pake etika
playstore,gojek_customer,2018-04-18, Broto Purwanto , Kenapa tidak assign driver terdekat Order Go Ride malah dikasih driver di seberang jalan dan harus nunggu hampir satu jam utk putar balik sementara di sebelah ada beberapa driver nganggur ,assign driver terdekat order go ride dikasih driver seberang jalan nunggu putar sebelah driver nganggur
playstore,gojek_customer,2018-04-17, linna sipahutar , LEMOTTTTTTT Kebangetan lemotnya udah seminggu ini udah lemot trus eror lagi ,lemottttttt kebangetan lemotnya udah seminggu udah lemot trus eror
playstore,gojek_customer,2018-04-16, Anthony S , W sering di cancel sama driver nya gara ada promo kalau ga niat ngelayani ya ga usa accept order Respect buat customer service nya buat memperbaiki masalah ini ,cancel driver gara promo niat ngelayani usa accept order respect customer service memperbaiki
playstore,gojek_customer,2018-04-18, Asti Wijaya , Ini pas order go car kenapa beberapa kali aplikasi cancel sendiri ya padahal saya tidak cancel alhasil jadi customer yang dimaki maki supir padahal aplikasinya yang cancel sendiri Tolong di follow up dong ,pas order go car kali aplikasi cancel cancel alhasil customer dimaki maki supir aplikasinya cancel tolong follow
playstore,gojek_customer,2018-04-13, Bagas Dwi Septyan , Terrible server when in high demand area ,terrible server high demand area
playstore,gojek_customer,2018-04-19, Fenny Amala , Diperbaiki lagi dong masa tiba tiba gak bs pake gopay harus byr cash gmn sih Kmrn saya juga mau order tb2 kok ke logout sendiri apsnya Mana kadang maps Sama drivernya beda ,diperbaiki pake gopay byr cash gmn kmrn order tb logout apsnya kadang maps drivernya beda
playstore,gojek_customer,2018-04-18, Adeline Vania Kirana , Versi terbaru masih sering ngefreeze tiba2 berhenti Dan waktu sudah main token poin blm otomatis bertambah dan bahkan token tertulis belum dipakai padahal sdh dimainkan Semoga bisa diperbaiki ,versi terbaru ngefreeze berhenti main token poin blm otomatis bertambah token tertulis dipakai sdh dimainkan semoga diperbaiki
playstore,gojek_customer,2018-04-17, nanda setiawan , Very usefull aplication love it commuting becoming so eassssyyy and cheap Jgn naik harga ya keep up d great work ,usefull aplication love commuting becoming eassssyyy cheap harga keep great work
playstore,gojek_customer,2018-04-17, Ajie Isdianto , Update terbaru sering ngaco aplikasi masih terus mencari driver padahal sudah dapat driver Dan di sisi driver order yg sudah di cancel suka nyangkut dan masih dijalankan padahal di sisi saya sudah dicancel ,update terbaru ngaco aplikasi mencari driver driver sisi driver order cancel suka nyangkut dijalankan sisi dicancel
playstore,gojek_customer,2018-04-18, Nathania Audrey , Tolong benerin mapnya ya Waktu itu drivernya udah sampe padahal di map masih jauh dan ga gerak Buat pelayanan 10 10 drivernya bener bener ramah ,tolong benerin mapnya drivernya udah sampe map gerak pelayanan drivernya bener bener ramah
playstore,gojek_customer,2018-04-17, Christine Calista , Can you just train the driver how to read maps because most of time the driver always asked my position I already write my position correctly ,can just train driver read maps time driver always asked position already write position correctly
playstore,gojek_customer,2018-04-16, Stephanus Simbar , Hmm Skrg gopoint nya ga bsa di tuker sama Voucher Gofood lagi ya padahal enakan gofood drpd cm motong ongkir nya ,hmm skrg gopoint bsa tuker voucher gofood enakan gofood drpd cm motong ongkir
playstore,gojek_customer,2018-04-18, Mr K , Njay saya udh pake token tapi poinnya gak nambah Kok token saya 3 trus Padahal udah kepake Trus pas dipake malah dibilang gak Ada token ,njay udh pake token poinnya nambah token trus udah kepake trus pas dipake dibilang token
playstore,gojek_customer,2018-04-16, Nico M , Something not right with your account mksudnya apa Udh langganan lama knp jd gni nyusahin orang mw brgkt kerja j ,something right account mksudnya udh langganan knp gni nyusahin orang mw brgkt kerja
playstore,gojek_customer,2018-04-18, A Google user , update 3 4 1 jelek banget sering lag trus anr ,update jelek banget lag trus anr
playstore,gojek_customer,2018-04-17, abel amien , Its pretty good but the reward system is weird because every time i use my go point it doesnt respond ,pretty good reward system weird every time use go point doesnt respond
playstore,gojek_customer,2018-04-19, <8b><81><dc><8b><e2><e4><8e><a3><dd><8f><c1><ce><be><a9><d9> , gopay server is busy seriously gojek I have my money in there but i can t use it gopay to make an order and reffered to cash ,gopay server busy seriously gojek money can use gopay make order reffered cash
playstore,gojek_customer,2018-04-19, Gunawan Raditya , Kl feature mengetahui driver masih jelek lebih baik gak usah ditampilin aja sekalian share live location gojek nya gak stabil ,kl feature driver jelek ditampilin share live location gojek stabil
playstore,gojek_customer,2018-04-19, annanovalia dewii , Driver banyak tapi server dan jaringan dari Gojeknya sering bermasalah Please perbaiki Jangan sampe hal ini bikin pelanggan pindah ke lain hati <d9><f7> <d9><f7> ,driver server jaringan gojeknya bermasalah please perbaiki sampe bikin pelanggan pindah hati
playstore,gojek_customer,2018-04-16, mardiani mansyurah , Go points nya eror terus Tiap di swipe trs loading lama sekali lalu muncul akhirnya tidak dapat di proses ,go points eror swipe trs loading muncul proses
playstore,gojek_customer,2018-04-16, SUGI ANTO , klo ada fitur bookmark alamat sempurna dah ini aplikasi biar ga lama lama lagi cari alamat yg sering di pakai ,fitur bookmark alamat sempurna dah aplikasi biar cari alamat pakai
playstore,gojek_customer,2018-04-18, Takim P , Perlu fitur utk menentukan preferensi jenis kelamin driver Tdk semua penumpang laki2 merasa nyaman jika drivernya wanita ,fitur menentukan preferensi jenis kelamin driver penumpang laki nyaman drivernya wanita
playstore,gojek_customer,2018-04-18, wan dodi , Keren yg sulit mnjadi mudah untk d selesaikan ,keren sulit mnjadi mudah untk selesaikan
playstore,gojek_customer,2018-04-17, Iqbal Q , ga bisa login sangat menghambat posisi saya garut ,login menghambat posisi garut
playstore,gojek_customer,2018-04-16, Hendro Setiawan , Pesan Go FOOD 30 menit mencari driver ,pesan go food mencari driver
playstore,gojek_customer,2018-04-18, Govinda Savitridevi , Respon customer service sangat baik dan cepat merespon keluhan pelanggan untuk kedepannya diharapkan bisa lebih baik ,respon customer service cepat merespon keluhan pelanggan kedepannya diharapkan
playstore,gojek_customer,2018-04-16, neztri wardani , Beberapa hari ini errorr Dan connect to server lamban server down walau pake wifi Maps kurang akurat ,errorr connect server lamban server pake wifi maps akurat
playstore,gojek_customer,2018-04-18, Sugiharto Susanto , worst privide false location cause delay ,worst privide false location cause delay
playstore,gojek_customer,2018-04-16, Ainun Rawie , Setelah diupgrade kok jadi lemot bgt ,diupgrade lemot bgt
playstore,gojek_customer,2018-04-16, G F , Parah ga bisa order habis update ,parah order habis update
playstore,gojek_customer,2018-04-15, Anisa Erpe , Aplikasi gofoodnya sering eror padahal cuman pesen sekali 2 driver yg berbeda sering respon ,aplikasi gofoodnya eror cuman pesen driver berbeda respon
playstore,gojek_customer,2018-04-16, zayn njl , Sometimes the gojek is just not working ,sometimes gojek just working
playstore,gojek_customer,2018-04-15, Auxilia Yurika , Beberapa alamat masih gak muncul di map terutama alamat rmh saya nama jalannya gak ada di map <d9><f7><e3> ,alamat muncul map alamat rmh nama jalannya map
playstore,gojek_customer,2018-04-16, Dewi Ayu Wulandari , Sangat terbantu sekali dg adanya gojek Sekedar saran kalo bisa ketika order gofood sekali order bisa lebih dr 2 jenis ditempat yg berbeda jd tdk prlu buat order baru lagi Akan lbh efisien utk pengguna gofood apalagi yg tempat ordernya bersebelahan Karena pengalaman beberapa driver hanya mau m ,terbantu gojek sekedar saran kalo order gofood order dr jenis ditempat berbeda prlu order lbh efisien pengguna gofood ordernya bersebelahan pengalaman driver
playstore,gojek_customer,2018-04-16, Raven Amarath , Last 2 Update are Lemot ,last update lemot
playstore,gojek_customer,2018-04-17, tito dwi syahputra , Error terus ,error
playstore,gojek_customer,2018-04-18, Edii Gombii , Point 800 saya tukar bigpoint 500point udah 2 bulan ndak masuk masuk ,point tukar bigpoint point udah masuk masuk
playstore,gojek_customer,2018-04-17, <93><c1><a1><90><a1><a5><92><a5><cf> , Just got better and better and now is the best ever and please keep it that way ,just got better better best ever please keep way
playstore,gojek_customer,2018-04-18, RINTO LEE , Fitur chat nya klo bisa ngirim foto lebih enak ,fitur chat ngirim foto enak
playstore,gojek_customer,2018-04-18, Jason Hanjaya , Udh 4x pke gopay go point gak bisa nambah ,udh pke gopay go point nambah
playstore,gojek_customer,2018-04-16, Christy Nadia , dengan versi terbaru saya tidak bisa menentukan titik penjemputan yang sesuai ini dikarenakan rumah saya pelosok dan belum ada nama jalan jika saya mengikuti titik penjemputan yang diatur sistem gps maka driver kesulitan menemukan rumah saya dan nantinya akan menyebabkan kerugian bagi saya ,versi terbaru menentukan titik penjemputan sesuai rumah pelosok nama jalan mengikuti titik penjemputan diatur sistem gps driver kesulitan menemukan rumah menyebabkan kerugian
playstore,gojek_customer,2018-04-18, I Ketut Hartana , Token hilang dan tojen tidak muncul after service ,token hilang tojen muncul service
playstore,gojek_customer,2018-04-18, Nicholas Judistira , Ga bs pesen aneh disuruh telfon customer service ,pesen aneh disuruh telfon customer service
playstore,gojek_customer,2018-04-18, lechiotta shien , Overall bagus tapi customer service terlalu kayak mesin ,overall bagus customer service kayak mesin
playstore,gojek_customer,2018-04-14, Addin Badruddin , Untuk sebuah aplikasi ini sangat buruk ,aplikasi buruk
playstore,gojek_customer,2018-04-16, haryo nurtiar , Lebih oke lagi kalo ada notifikasi zona merah ,oke kalo notifikasi zona merah
playstore,gojek_customer,2018-04-17, Naix Pathwell , Koq ngelag ya ,koq ngelag
playstore,gojek_customer,2018-04-16, A Google user , Gojek Kok Blum Ada di Tanjungpinang ,gojek blum tanjungpinang
playstore,gojek_customer,2018-04-17, Setianing Sugihpriyadi , Jangan suspend driver sepihak bang kesian ,suspend driver bang kesian
playstore,gojek_customer,2018-04-18, eve kml , Loading take more than 5 min still waitiiing waitiing ,loading take still waitiiing waitiing
playstore,gojek_customer,2018-04-18, S Muti , good app tapi harus pakai sms untuk chat dengan driver ,good app pakai sms chat driver
playstore,gojek_customer,2018-04-17, Hendra Sadely Silitonga , Will be 5 stars if payment through debit credit card are available ,will stars payment debit credit card available
playstore,gojek_customer,2018-04-17, Tommy Kurniawan , Maju terus gojek sangat membantu sekali ,maju gojek membantu
playstore,gojek_customer,2018-04-17, Sugiharto Utomo , A very good app to make a better life of Indonesia people ,good app make better life people
playstore,gojek_customer,2018-04-16, Pattiju Songma , Well I just installed it ,well just installed
playstore,gojek_customer,2018-04-15, Bunga Nauli , I love it ,love
playstore,gojek_customer,2018-04-19, Javaline Shop , Sangat membantu sekali ,membantu
playstore,gojek_customer,2018-04-19, Isfandrika Ahmadhy , gopay server is busy WTAF ,gopay server busy wtaf
playstore,gojek_customer,2018-04-19, Hendra Kusuma Wardhana , Excellent this is getting better than before and thumbs up ,excellent getting better thumbs
playstore,gojek_customer,2018-04-18, NayQeela Ae22 , Very friendly drivers n gd services <d9><d4><8d> <d9><d4><8d> <d9><d4><8d> ,friendly drivers gd services
playstore,gojek_customer,2018-04-16, A Google user , Its really amazing one all of what you need in one ,really amazing one need one
playstore,gojek_customer,2018-04-17, Deon Dean Syahdian , Helpfull and usefull Bravo keep the good work on it ,helpfull usefull bravo keep good work
playstore,gojek_customer,2018-04-18, nada rania , This application can help u better ,application can help better
playstore,gojek_customer,2018-04-18, Reef Chan , Nice apps for simple transportation delivery etc ,nice apps simple transportation delivery etc
playstore,gojek_customer,2018-04-18, sudarji , Good aplication and easy friandly for use ,good aplication easy friandly use
playstore,gojek_customer,2018-04-18, Viona Djubiharto , Sangat bagus ,bagus
playstore,gojek_customer,2018-04-16, A Google user , Sering erorrrrr ,erorrrrr
playstore,gojek_customer,2018-04-18, Nailah Hanifah , Love the updates this app is amazing ,love updates app amazing
playstore,gojek_customer,2018-04-15, Aleandrea Agatsu , error gps ,error gps
playstore,gojek_customer,2018-04-18, indri sidabalok , Make life waaaay easier ,make life waaaay easier
playstore,gojek_customer,2018-04-16, <91><a1><d3><91> <ab><93><a5> Nuph , easy to use and very helpful ,easy use helpful
