V1;V2;V3;V4;V5;V6;V7;V8;V9
18-Dec-17;12.00 AM;@noediyan;"4 orang penumpang = pendatang.
2 orang guide pemesan taxol = warga bandara mas.

saya nunggu sampe 1 jam dari jam 22.00 - 22.50 baru jalan. gara2 nunggu 1 mobil yang pada cancel.
Mereka gk mau pindah dari depan area pick up karena kopernya berat. (2)";FALSE;2;1;;/noediyan/status/942665885302456320
17-Dec-17;11.57 PM;@noediyan;"To rider @ceritatranspol, bwat masih sering order di bandara, kami ingatkan jangan pernah berbincang, berdiri, dan memesan taxol d bandara 1-3 meter dari security / avsec, kasihan jika driver kegep.
semalam udah dibuntutin avsec gara2 peunmpang 6 + koper 4, maksa 1 mobil.n (1)";FALSE;3;16;7;/noediyan/status/942665195175817216
18-Dec-17;12.06 AM;@CeritaTranspOL;This!https://twitter.com/yusrinzata/status/942009017261473792 …;FALSE;;1;2;/CeritaTranspOL/status/942667471906942976
17-Dec-17;4.38 PM;@abi_irlan;Pernah juga neh dapet penumpang kaya ginipic.twitter.com/3UcvVm0uNG;TRUE;7;4;1;/abi_irlan/status/942554609314230273
17-Dec-17;4.28 PM;@ajengaryanti;Iya sih,  cma keknya hrus diperhatikan jga nga semuanya bsa terima telpon.  Pdahal saya smsnya ke nomor mas ojolnya yg buat tlp saya berkalikali. Saya uda nunggu lama tpi masnya nga baca smsnya, eh nga lama malah dicancel sma si mas ojol;TRUE;1;1;;/ajengaryanti/status/942552136428044288
17-Dec-17;7.59 AM;@lifnggun_;"Pernah nunggu sampe 20menitan. Di map gak gerak. Ditelpon2 gak diangkat. Mau dicancel kasian.
Pas akhirnya telpon gue diangkat si bapaknya bilang ""cancel aja mbak, tadi hape saya dimainin anak saya""
YELAH PAK";TRUE;2;2;3;/lifnggun_/status/942424000487026688
17-Dec-17;7.59 AM;@SaidAdhon;Di gojek kalo rider bayar cash perjalanan lebih dari 4km biasanya berkurang;TRUE;1;1;1;/SaidAdhon/status/942423913744572417
17-Dec-17;7.57 AM;@dijalannn;Kalo di Gojek pada takut di cancel mba kalo ga telfon (konfirmasi) , biasanya yang kaya gtu driver yg udh agak tua. Terus ga terlalu merhatiin sms/note di aplikasi.;TRUE;2;3;3;/dijalannn/status/942423581438312448
17-Dec-17;7.52 AM;@fadlanous;"sebenarnya sering sih. kadang driver ga bisa dihubungi. dll.  menurutku, kalo 10 menit setelah pickup, driver nya ga bisa dihubungi, itu dah lama banget. ini subjektif tentu sj.

yaa, tapi gapake dilaporin atau dikasih rate rendah jg sih. mending cancel kalo lama.";TRUE;2;2;1;/fadlanous/status/942422281065607168
17-Dec-17;7.53 AM;@putraapurnomo;"Katanya setiap kali klik ""Memulai Perjalanan"", topup dia akan berkurang. Jadi minta dicancel, meski tetap diantar ke tujuan. Agak aneh gak Min?";TRUE;7;1;2;/putraapurnomo/status/942422391224926209
17-Dec-17;7.43 AM;@euniceapril;"Mamang Uber: tadinya saya udh mau pulang dek 
--
Gw: kalo dicancel bisa sih pak 
--
Mamang Uber: ya saya ngasi tau aja
--
Gw:  
(ah taik lu....gw mang udh dicancel 3x tadi tapi enek banget ngenye dikasi tau gitu. Jadi diem aja)";FALSE;4;2;;/euniceapril/status/942419875690987521
17-Dec-17;7.51 AM;@CeritaTranspOL;"Waduh maaf mimin kurang paham. 

Mungkin teman-teman ada yang bisa bantu jawab?https://twitter.com/putraapurnomo/status/942421228387573761 …";FALSE;4;;;/CeritaTranspOL/status/942422060038479874
17-Dec-17;7.50 AM;@CeritaTranspOL;"Mungkin karena terbiasa konfirmasi telepon lebih cepat ya. Teman-teman driver ada yang punya alasan lain? Boleh share di sini.. 

Semoga ke depan driver juga aware dengan info di SMS perihal “hard or hearing” ya.. :)https://twitter.com/ajengaryanti/status/942412498342260737 …";TRUE;7;;1;/CeritaTranspOL/status/942421678235164673
17-Dec-17;7.12 AM;@dijalannn;Balik lagi ke orangnya masing masing sih om , ada customer & driver baik , ada juga customer & driver rese;TRUE;1;1;1;/dijalannn/status/942412144368160769
17-Dec-17;7.09 AM;@dijalannn;"Oh lama find drivernya , biasanya kalo kaya gtu banyak sebab sih kenapa lama.
1. Jarak jauh ke tempat sepi order
2. Tujuan kawasan macet
3. Jarak nanggung tarif murah
dll.";TRUE;;1;1;/dijalannn/status/942411472767827968
17-Dec-17;7.00 AM;@belindch;Alhamdulillah gak pernah terlalu lama dijemput.. Biasanya kalo lama dikit, orangnya langsung sy telpon. . Tapi ga pernah lapor juga sik..;TRUE;;1;1;/belindch/status/942409215666044929
17-Dec-17;6.59 AM;@yonpurba;Kalau saya telat jemput kalau misal dalam 3 menit gk ada kabar dan masih belum bergerak dari lokasi @dijalannn;TRUE;;1;;/yonpurba/status/942408894294376449
17-Dec-17;7.47 AM;@CeritaTranspOL;"(((DUA JAM)))
https://twitter.com/almizanabadi/status/942404785440882689 …";TRUE;3;1;;/CeritaTranspOL/status/942420961701150720
17-Dec-17;7.46 AM;@CeritaTranspOL;Mbak yang pengertian kayak gini wajib dipertahanin.. Camkan gaes! :”) *jangan mulai deh ganjennya min* *dikeplak mimin lain*https://twitter.com/noviaanindhita/status/942403774143799297 …;TRUE;3;;1;/CeritaTranspOL/status/942420713457123328
17-Dec-17;6.37 AM;@fabioiman;Saya kemaren malah nungguin driver 20menit gak ada kabar, pertama dapet 2menit gak ngabarin langsung saya tlp, 10mnt kemudian sms nanya posisi udah dimana tapi gak dibales, sampai menit ke 20 saya sms lagi saya minta maaf untuk cancel dia;TRUE;1;2;1;/fabioiman/status/942403261595652096
17-Dec-17;6.28 AM;@ipoelvodoo;Ga ada yang namanya telat jemput. Saya dijemput sama kang ojol aja udah alhamdulillah bisa pulang ...;TRUE;2;2;3;/ipoelvodoo/status/942401209272385536
17-Dec-17;6.33 AM;@dinikopi;paling sebel kalo 30 menit sih menurutku. Tapi liat juga kalo emang lagi rame dan dapetnya driver yg jauh, yaudah ditunggu aja karena ya mau gimana lagi. Dan ga pake ngeluh kok telat sih mas. Karena rider harusnya udah tau resikonya;TRUE;;2;1;/dinikopi/status/942402438782320641
17-Dec-17;6.44 AM;@samuelkariono;Bapaknya ternyata salah satu pengembang terbesar, jadi ojol buat ngisi waktu luang aja @CeritaTranspOLpic.twitter.com/kRZPPsN31r;FALSE;;12;4;/samuelkariono/status/942405199808753664
17-Dec-17;7.41 AM;@gost_funy;"Hai @GrabID , Brace yourself :)
Cc @gojekindonesia @CeritaTranspOL @noediyanpic.twitter.com/VboD1ed5n9";FALSE;;6;2;/gost_funy/status/942419536774434816
17-Dec-17;7.39 AM;@KiraraAmber;"dikelilingin lapisan acrylic gitu kak.
jd ada sekat antara penumpang depan dan belakang.

di Medan kan lagi musim banget, driver taxol ama ojol,diambil kenderaan,drivernya dibunuh.
jd kalo malam biasa driver lbh selektif ambil penumpang";TRUE;1;4;2;/KiraraAmber/status/942418926599680001
17-Dec-17;7.18 AM;@KiraraAmber;"Di Medan kalo diatas jam 8 tuh susah dapetin GoCar 
Alasannya,driver takut dibegal.
Td ku untungnya dapet.
Pas naik masang seatbelt,siku kepentok.
Ternyata drivernya masang pelindung 

""Ada jarak diantara kita"" kata si bapakpic.twitter.com/pihEIpmaOe";FALSE;3;55;14;/KiraraAmber/status/942413637318189056
17-Dec-17;6.28 AM;@CeritaTranspOL;Yang di Bekasi, silakaaaan...https://twitter.com/hakimsrg/status/942396607542083587 …;FALSE;;;1;/CeritaTranspOL/status/942401074010341376
17-Dec-17;4.52 AM;@galihnyaryu;@CeritaTranspOL @GrabID nengok tidak ya nengok tidak yapic.twitter.com/mWXJJpDsUe;FALSE;1;2;1;/galihnyaryu/status/942377039356616705
17-Dec-17;3.47 AM;@dijalannn;Buat para customer @CeritaTranspOL , serius nanya nih , definis telat jemput itu berapa lama yah ? Terserah percaya atau enggk , gw pribadi ga pernah di lama lamain klo jemput , kalo nunggu lama yg mau naek keluar rmh sih pernah pic.twitter.com/THrcCaI8AI;FALSE;28;4;4;/dijalannn/status/942360531511402496
17-Dec-17;6.26 AM;@CeritaTranspOL;Rating bapaknya bagus...https://twitter.com/rezaalwaff/status/942324562351419393 …;FALSE;2;;;/CeritaTranspOL/status/942400710141816832
16-Dec-17;6.29 PM;@CeritaTranspOL;Silakan...guys!https://twitter.com/nitasellya/status/942191884457226241 …;FALSE;;11;4;/CeritaTranspOL/status/942220202539827200
16-Dec-17;6.25 PM;@CeritaTranspOL;Utas.https://twitter.com/babang_grab/status/942178842096971776 …;FALSE;1;1;;/CeritaTranspOL/status/942219048531529728
16-Dec-17;7.45 AM;@dituneik;Order @GrabID naiknya Moge @CeritaTranspOLpic.twitter.com/NPeveuBB0A;FALSE;3;1;;/dituneik/status/942058116534829056
16-Dec-17;6.24 PM;@CeritaTranspOL;Tolong yang kenal ini bocah siapa, coba dinasehati.. Jangan bandel ngerjain orang lain.https://twitter.com/amiersyarief/status/941857270949756928 …;FALSE;4;16;4;/CeritaTranspOL/status/942218837214183424
16-Dec-17;4.27 AM;@AmierSyarief;Lanjutannya..pic.twitter.com/cdTCvD7Zma;FALSE;2;12;3;/AmierSyarief/status/942008215952269312
16-Dec-17;3.21 AM;@zafirayasmin;@CeritaTranspOL karena udah sering diginiin pengen gitu sekali2 iseng galak. Eh ujungnya malah jadi ga tegapic.twitter.com/QLgE4UETpf;FALSE;;3;;/zafirayasmin/status/941991693644996608
16-Dec-17;3.13 AM;@bootlegculture;Tmnku ya dapet ini pic.twitter.com/xsudidTur9;TRUE;2;2;;/bootlegculture/status/941989564104687616
16-Dec-17;3.04 AM;@detdettt;Mau sombong jg ah td malam mau pesan, pas liat. Lgsg tidur lg aja. Biasanya cmn 50rban farenyapic.twitter.com/xqizAKFCWM;TRUE;1;1;1;/detdettt/status/941987472279461888
16-Dec-17;2.58 AM;@CeritaTranspOL;https://twitter.com/m_nukha/status/941903012095602688 …;FALSE;;1;;/CeritaTranspOL/status/941985966985580545
16-Dec-17;2.58 AM;@CeritaTranspOL;Biasanya berapa?https://twitter.com/fmecha_exe/status/941900935751540737 …;FALSE;7;1;;/CeritaTranspOL/status/941985912052883457
16-Dec-17;2.57 AM;@CeritaTranspOL;Atau dicium kening?  https://twitter.com/awaliaayupr/status/941685604265345025 …;FALSE;1;1;1;/CeritaTranspOL/status/941985687162646530
15-Dec-17;6.08 AM;@hwangmeihyun;"mau cerita ah!
jadi td nyokap kepasar naik gojek
gue emg dpt vouchergratis,pas pesen di note gue tulis ""nanti ditambah""
pengalaman,kalo pake voucher gada yg mau ambil
pas ud sampe,mas nya gamau dibayar
alhasil lempar2an uang sm nyokap wkwk
semoga rezekinya lancar terus ya mas!pic.twitter.com/oHQCshOSK9";TRUE;3;1;;/hwangmeihyun/status/941671395053862923
15-Dec-17;4.53 AM;@Driver2292;"Semoga saya tidak mendapatkan dosa atas order ini.
≠≠≠≠≠≠
Nganterin tapi alexisnya kan dh tutup, eh skr namanya xis4play.
≠≠≠≠≠≠
Bukan warga Dki, jadi tetep order kesana. Dari +60xxx
≠≠≠≠≠≠
Ternyata dia disini 3 hari, tadi malam ke Xis4Play, skr ke #DWP2017pic.twitter.com/lvODytP209";FALSE;5;2;1;/Driver2292/status/941652435101036544
15-Dec-17;2.09 AM;@Bgs_Fv;@CeritaTranspOL helm pecah retak retak bisa disatukan pakai kabeltis...  Dan kenapa harus warna pink sih bangpic.twitter.com/SPya3doZwS;FALSE;1;1;1;/Bgs_Fv/status/941611248080142337
16-Dec-17;2.54 AM;@CeritaTranspOL;Panutan! https://twitter.com/detikcom/status/941614761933922305 …;FALSE;;2;3;/CeritaTranspOL/status/941984774922502144
16-Dec-17;2.53 AM;@CeritaTranspOL;Waw!https://twitter.com/lfhrnwt/status/941619546741383168 …;FALSE;;;;/CeritaTranspOL/status/941984593598562304
16-Dec-17;2.53 AM;@CeritaTranspOL;Oh.https://twitter.com/decentbirthday/status/941358477779329024 …;FALSE;;;2;/CeritaTranspOL/status/941984510396084224
16-Dec-17;2.52 AM;@CeritaTranspOL;Good idea! https://twitter.com/diestadhania/status/941638519549673472 …;FALSE;;8;1;/CeritaTranspOL/status/941984404905193472
14-Dec-17;10.06 PM;@izumifaiz;"Kabar baik buat pengguna GoJek, udah bisa chat dalam aplikasi.
Cc: @CeritaTranspOLhttps://twitter.com/KompasTekno/status/941161859918438401 …";FALSE;1;11;1;/izumifaiz/status/941550121057001473
15-Dec-17;1.56 AM;@CeritaTranspOL;Subhanallah..https://twitter.com/ctyaaa/status/941519405254447104 …;FALSE;;2;;/CeritaTranspOL/status/941607854007500800
11-Dec-17;7.59 PM;@ngojekin;Kakak nya NGELEDEK Emangnye CURUT @CeritaTranspOLpic.twitter.com/6x5mO0flFl;FALSE;2;21;4;/ngojekin/status/940430941859672064
11-Dec-17;8.29 PM;@JusDalle;Bekerja tak kenal waktu dan situasi, ibu mitra pengemudi Go-Jek berhasil mewujudkan mimpi punya rumah dr KPR yg ringan. Suasana Menara BTN diliputi keharuan.  #ParadeKPRBTN @CeritaTranspOLpic.twitter.com/bjMS0qWf8a;FALSE;;15;4;/JusDalle/status/940438413643104256
12-Dec-17;5.04 AM;@dwyth7;hai @CeritaTranspOL ada driver @Uber_IDN  yg mengalami hal yg sama ga yah,tiba2 ada yg telp,tahu smw data driver bilang kalo aplikasi saya sudah lama disuruh perbarui dan mengaktifkan akun lewat atm, di atm juga ada tulisan uber aktif tp trnyata tf ke telkomsel, penipuan bkn?;FALSE;4;1;1;/dwyth7/status/940568001946030080
12-Dec-17;5.34 AM;@mhafil;Awalnya akun @GrabID  disuspend pd hri minggu, terus isi form via web. Eh Hari ini dpet sms kayak gini. Min @CeritaTranspOL bisa bantu? Gw gak pernah aneh2 kok, terakhir order juga bulan septmber 2017pic.twitter.com/uJX9S2ZFSK;FALSE;2;3;;/mhafil/status/940575603006173184
12-Dec-17;6.05 AM;@silpez;@CeritaTranspOL saat harapan sudah naik setinggi2nya, tapi kadang emang gak sesuai ekspetasi. Jadi inget di PHP-in sama...hhmmmm. hahahapic.twitter.com/NawhzSqcE3;FALSE;1;1;;/silpez/status/940583345058037760
12-Dec-17;6.46 AM;@silpez;Belakangan lumayan sering dapet pocer, semacam rejeki anak cantik. tapi pas di cek pocernya cumah ada 4. Eniwei,trims gojek @CeritaTranspOLpic.twitter.com/7nIO0mTPXj;FALSE;2;1;1;/silpez/status/940593767165280257
12-Dec-17;6.30 PM;@BondolSimamora;@CeritaTranspOL goride di medan kena sweeping ama sopir angkot.  Hari ini di medan sopir angkot demo.pic.twitter.com/q6IPYKhXSR;FALSE;1;3;1;/BondolSimamora/status/940770804668624896
12-Dec-17;7.11 PM;@indriadhaa;Terserah abwank aja deh ya. Yg penting sampe tujuan dgn sehat, selamat, dan sentausa! Hahaha @CeritaTranspOLpic.twitter.com/5JdkkAXroG;FALSE;;4;1;/indriadhaa/status/940781176737775616
12-Dec-17;8.08 PM;@ivychininta;"@CeritaTranspOL untung pernah baca soal penipuan ini, jadi ga terjebak :'v

Terus sama mas2nya ditutup dong telponnya tanpa mengucapkan kata perpisahan :(https://twitter.com/ivychininta/status/940794625299767297 …";FALSE;;1;;/ivychininta/status/940795432384516098
12-Dec-17;10.43 PM;@sihargeol;Si ibu mau ke Bandung, Primajasa udeh jalan 5menit lalu, trip berikut kudu nunggu 1jam kemudian. Tak kejar, nemu dan Primajasa masih kosong. @CeritaTranspOLpic.twitter.com/RSwGrM0lZd;FALSE;1;1;;/sihargeol/status/940834481019195394
13-Dec-17;7.44 AM;@weninghapsari;Premiere naik gojek x starwarspic.twitter.com/xLSDFT5HXt;FALSE;1;3;;/weninghapsari/status/940970742727958530
13-Dec-17;7.54 AM;@MrdhHalim;Jemput ikan julung julung dulu  @CeritaTranspOLpic.twitter.com/UAAPeN7Z83;FALSE;;2;;/MrdhHalim/status/940973321738268672
11-Dec-17;7.14 PM;@CeritaTranspOL;Thread.https://twitter.com/nvgraheni/status/940408449803980801 …;FALSE;;9;;/CeritaTranspOL/status/940419480609419264
10-Dec-17;8.08 PM;@noediyan;"bwat kamu yang pernah menjadi driver online dengan uber, sekarang ada kesempatan menghasilkan 1 juta per hari, gak percaya ? cek link ini https://www.uber.com/id/blog/program-uberjuara-11-17-desember-2017/ … …
gimana caranya ? ambil order sebanyak mungkin dalam 1 HARI. 100 orang yang menjalankan order terbanyak dpt 1 juta";FALSE;1;1;;/noediyan/status/940070856755048454
10-Dec-17;8.53 PM;@maulidyapy;when you lagi ke proyek tapi ga di anterin driver kantor , dan harus ngecek lokasi lain tapi terlalu males buat jalan kaki  @CeritaTranspOLpic.twitter.com/NaAHCPo7fl;FALSE;1;1;;/maulidyapy/status/940082076073697280
11-Dec-17;5.04 AM;@acikjcr;@CeritaTranspOL tp karna saya tau rasanya kerja ga dibayar saya ttp bayar sesuai tarif & kalo ada lebih saya lebihin..thankyou niat baik nya;FALSE;;1;;/acikjcr/status/940205716769353728
11-Dec-17;5.04 AM;@acikjcr;@CeritaTranspOL terimakasih semua abang ojol/hitch yg maksa gausah bayar karna tau sy anak magang yg kerja jg dibayar  cnt>;FALSE;1;1;;/acikjcr/status/940205551140487174
11-Dec-17;5.52 AM;@TOUNDANO;@CeritaTranspOL pic.twitter.com/vXsa60HCVl;FALSE;2;3;1;/TOUNDANO/status/940217769215143937
11-Dec-17;6.39 AM;@windyanan;"Sekedar mau berbagi pengalaman @CeritaTranspOL 

Penumpang respect
Driver professional
Semua senang pic.twitter.com/Tm1IhCiTng";FALSE;;43;15;/windyanan/status/940229639061958656
11-Dec-17;7.10 PM;@CeritaTranspOL;"(((PENGEN ISTIRAHAT)))
(((KEPENCET)))https://twitter.com/zafirayasmin/status/940236714747994112 …";FALSE;;3;;/CeritaTranspOL/status/940418445488791552
11-Dec-17;5.13 AM;@qitmr;Wkwkpic.twitter.com/LKtiglIW8C;FALSE;27;1.6K;365;/qitmr/status/940208023082954752
11-Dec-17;5.44 AM;@mericahitam;"Bang Gojek: Saya isi bensin dulu ya Pak.
Me: Oke Bang...

*turun dari motor*
*berjalan ke arah keluar*
*main hape*
*ndongak*
*menatap lusinan Bang Gojek*

LAH ANJIR TADI BANG GOJEK GUE YANG MANA YA???";FALSE;7;156;42;/mericahitam/status/940215750299566082
10-Dec-17;5.34 PM;@genta_langit;Wahai pengguna Grab sekaligus pencari promo, rajin-rajin lah update aplikasimu karena tiap minggu akan ada promo untukmu @CeritaTranspOL;FALSE;;2;1;/genta_langit/status/940032076765474818
10-Dec-17;3.23 PM;@izumifaiz;"@CeritaTranspOL 07:11 WITA | Aqua gelas & Relaxa udah full tersedia FREE untuk rider Uber/Grab/GoCar hari ini.
Saya sering terima uang tip dari rider dan bonus dari GoCar, sebagai wujud terimakasih saya sediain ini untuk rider. Saling memberi. Semua happy";FALSE;3;8;12;/izumifaiz/status/939999108034568192
10-Dec-17;8.23 AM;@lianilidia;"Tadi ceritanya order uber, terus pertama kali, dia nanya mau kemana, dan minta cancel karena kejauhan. Yaudah cancel.
Order kedua, eh dia ambil lagi. Sampe gue kesel, jd ngomong kaya gini  @CeritaTranspOLpic.twitter.com/q9RUEwSEmb";FALSE;6;1;2;/lianilidia/status/939893328471928832
10-Dec-17;7.35 AM;@SaidAdhon;"Uang dalam keadaan di buntel jadi satu,  bukan di tumpuk perlembar,  jadi kalo ilang satu yaa ilang semua. 

tapi ane tetep berfikir positif kalo duitnya jatuh karna kelalaian ane balik dalam keadaan ngebut.";FALSE;2;4;1;/SaidAdhon/status/939881140948574208
10-Dec-17;7.33 AM;@SaidAdhon;Di hitung lah duit tadi di kosan,  di app 178 dgn biaya beli akua 168 ongkirnya 10rb. Pas di hitung  taraaaa 135rb :);FALSE;2;2;1;/SaidAdhon/status/939880759833239553
10-Dec-17;7.29 AM;@SaidAdhon;sampe hotel di tuju karna prosedur hotel di bawa tuh dari pinggir jalan ke lobi,  dalam keadaan pake mantel harus bolak balik 2X;FALSE;1;2;1;/SaidAdhon/status/939879675307761664
10-Dec-17;7.28 AM;@SaidAdhon;di minta utk ganti warung lain keberatan,  alhasil tetep bawa itu 48 botol, total ada 5 plastik besar di bawa. Tangan kiri megang 1 plastik sisanya taruh depan motor desek desekan;FALSE;1;2;1;/SaidAdhon/status/939879418108944385
10-Dec-17;7.25 AM;@SaidAdhon;@DriverGojekPro @CeritaTranspOL dalam keadaan hujan lebat tengah malem dpt orderan go mart, bawa akua total 48 botol tanggung dengan plastik pake motor ke salah satu hotel ternama di jogja.pic.twitter.com/CJZRuzIIM2;FALSE;21;33;11;/SaidAdhon/status/939878753345273856
09-Dec-17;2.25 AM;@maulidyapy;FOLLOWER @CeritaTranspOL YANG BAWA HELM GOJEK TOLONG NGAKU !!! pic.twitter.com/sgB6yX8AoE;FALSE;2;71;17;/maulidyapy/status/939440944180424704
10-Dec-17;6.54 AM;@CeritaTranspOL;Go-Pay-udara. Dem autokorek. https://twitter.com/qitmr/status/939852247676076034 …;FALSE;;11;;/CeritaTranspOL/status/939870938530643969
10-Dec-17;3.51 AM;@Uaiaai29;@CeritaTranspOL pantesan kaya liat dimana, ternyata aktor kawakan.pic.twitter.com/7p6mWRCCm6;FALSE;;2;;/Uaiaai29/status/939824877938270208
09-Dec-17;10.36 PM;@FNSYH;Kasian abang ojeknya atulah kalo nganter sampe jam 2 subuh  @gojekindonesia @CeritaTranspOLpic.twitter.com/fb7zUNi8tu;FALSE;1;1;;/FNSYH/status/939745659661443072
09-Dec-17;4.45 AM;@yonpurba;Daripada kebawa mending begini deh terutama yang suka buru2 https://twitter.com/yonpurba/status/939158548407238656 …;TRUE;1;1;2;/yonpurba/status/939476161008099328
09-Dec-17;5.50 AM;@tha_retha;@CeritaTranspOLpic.twitter.com/2ayqGVS3gq;FALSE;;9;1;/tha_retha/status/939492394851958787
09-Dec-17;8.22 PM;@CeritaTranspOL;Sip nich! https://twitter.com/arfibaedowi/status/939531503670673408 …;FALSE;;2;;/CeritaTranspOL/status/939711997091840001
09-Dec-17;8.21 PM;@CeritaTranspOL;Good!https://twitter.com/dituneik/status/939663826038820865 …;FALSE;;;1;/CeritaTranspOL/status/939711740748603393
09-Dec-17;6.45 PM;@anwaarfauzi;Jarak 19 km ditempuh hanya dengan 5 detik, alias si bapaknya lupa tekan mulai trip. @CeritaTranspOLpic.twitter.com/mX0HA4UfW8;FALSE;1;4;;/anwaarfauzi/status/939687516034048001
09-Dec-17;7.04 PM;@ilhamxfarid;"5x kena order fiktif alhasil performa cuma segitu 
cc @DriverGojekPro @CeritaTranspOLpic.twitter.com/IglDtkeXIg";FALSE;11;11;1;/ilhamxfarid/status/939692381963567104
09-Dec-17;4.09 AM;@dinikopi;"GUE JUGA PERNAH BAWA HELM GRAB 

Ga sengaja beneran lupa. Pas inget, abangnya udah pergi dan ga bisa dihubungi karena kontak no telp abangnya ga ada di history @CeritaTranspOLhttps://twitter.com/maulidyapy/status/939440944180424704 …";FALSE;1;4;;/dinikopi/status/939466917181452301
09-Dec-17;3.36 AM;@CeritaTranspOL;TOLONG NGAKU DONG! https://twitter.com/maulidyapy/status/939440944180424704 …;FALSE;1;4;;/CeritaTranspOL/status/939458745272111104
09-Dec-17;2.39 AM;@CeritaTranspOL;Mimin membaca reaksi netizen..pic.twitter.com/E8pcFdzRyC;FALSE;;2;3;/CeritaTranspOL/status/939444500555972608
08-Dec-17;11.16 PM;@Uaiaai29;Pernah di katain alat vital sama driver gara-gara ga di kasih tip terus ngadu ke cust kelakuannya, cuma hitungan detik manager ojol nelp minta maaf dan driver di ancem pecat tapi gue bilang jangan kasih peringatan aja, kasian tapi kurang ajar.;TRUE;2;3;1;/Uaiaai29/status/939393315983704064
09-Dec-17;12.08 AM;@CeritaTranspOL;Okhttps://twitter.com/lfhrnwt/status/939390762164264960 …;FALSE;;4;1;/CeritaTranspOL/status/939406456364744705
08-Dec-17;10.24 PM;@ViaKez;Ebusett galak amat sik ini penumpang .. kasian ya yang jadi drivel ojol~ ditanya di mana aja judes bener.. pake acara dicapture segala lagi.. ini pasti dikasi bintangnya juga jelek.. mending dibatalin aja dr awal ini mah..;TRUE;1;18;7;/ViaKez/status/939380278866329600
08-Dec-17;7.12 PM;@minato008;@CeritaTranspOL kalo ujan panen nih minpic.twitter.com/B3lc4gOAYk;FALSE;1;1;;/minato008/status/939331936438255618
08-Dec-17;7.13 PM;@MikanDoang;"Ketika hujan, macet, udah malem, angkot udah jarang, apps ojol sebelah error, pake uber sampe sejam ga ada yang pick up, batre hp abis, lalu akhirnya ada yg pick up meski jauh.... :"") @CeritaTranspOLpic.twitter.com/VHEMtJWfzW";FALSE;4;3;3;/MikanDoang/status/939332168861417473
08-Dec-17;7.51 PM;@febry_hr;@CeritaTranspOL kudunya bayar 57.500 krn dpt promo, tp tetep pas sampe tujuan dimintain uang 72.500. Enaknya dikasih bintang berapa?pic.twitter.com/Yl1TOWC2Ia;FALSE;8;1;1;/febry_hr/status/939341762010558465
08-Dec-17;8.40 PM;@arwinrsuhanda;"Drivernya nyoba ramah walau ga seramah pramugari, ridernya judes dan 2x nyangkain drivernya ga mau ngambil. Kalo gw jadi drivernya, gw ss, gw cancel, gw upload dgn caption ""rider uber kok gini gini amat yak sekarang ? Udah pada gak niat ngorder nih?"" abis itu berharap viral deh";TRUE;6;133;47;/arwinrsuhanda/status/939354021151649792
08-Dec-17;6.49 PM;@Vin_Madja;"Teman naik ojol dari rumah ke kantor. Driver meneror by chat dgn kata kata cabul. Kalau dilaporin, teman saya agak ragu dgn pertimbangan driver sudah tahu rumahnya. Ada yg bisa kasih saran bagaimana cara melaporkan driver tp teman saya juga terjamin keamanannya?
@CeritaTranspOL";FALSE;11;15;2;/Vin_Madja/status/939326047492882432
08-Dec-17;5.08 PM;@genta_langit;"Ketika lu mau ngechat bapak Grab tapi sambil ngechat pacar juga, hampir aja itu bapak Grab lu panggil ""sayang"" :( @CeritaTranspOL";FALSE;;2;2;/genta_langit/status/939300648201228289
08-Dec-17;7.02 AM;@Uaiaai29;"@CeritaTranspOL tadi ujan lapar, eh ada mie ayam.
 : bang satu ya.
 : siap.
Dalem hati *gile abangnya keren nyambi.
Tetiba ada driver gojek mondar-mandir kaya nyari apa gitu. Lalu...
 : bang helm saya, saya nyariin.
 : eh iya maap, minjem bentar.
LAH  su'";FALSE;;10;3;/Uaiaai29/status/939148230637494273
08-Dec-17;4.18 AM;@ferdyfir;TL cempaka mas hujan lebat & macet. Blm keliatan ada petugas. Alhamdulillah ada ojek online yg bantu atur lalin hujan2an. Trims, semoga Allah catat amal baiknya @RadioElshinta @TMCPoldaMetro;FALSE;;5;8;/ferdyfir/status/939106858027040768
08-Dec-17;7.07 PM;@CeritaTranspOL;Thread.https://twitter.com/eugeniatheodora/status/939126315071840256 …;FALSE;;5;;/CeritaTranspOL/status/939330691245867008
08-Dec-17;4.22 AM;@rezaalwaff;ng.. anu.. @ceritatranspolpic.twitter.com/TD9yM2ru4K;FALSE;;6;6;/rezaalwaff/status/939107919441698816
08-Dec-17;12.04 AM;@Vin_Madja;Ada yg diturunin di jalan tol tengah malam kemarin nih @CeritaTranspOLhttps://twitter.com/krstoptra/status/939040842932613120 …;TRUE;;2;;/Vin_Madja/status/939043011727474688
07-Dec-17;11.51 PM;@shantybiaunilla;Tadi pagi pesen @Uber_IDN dan dapet drivernya agak jauh, setelah nunggu 40 menit ga sampe2. Terpaksa cancel orderan, dan balesan si ibu driver ini bikin haru  @CeritaTranspOLpic.twitter.com/adugxJCVDv;FALSE;;9;5;/shantybiaunilla/status/939039606841810945
07-Dec-17;10.16 PM;@arierizka;@CeritaTranspOL saldo gopaynya ga seberapa, tapi bisa bikin orang lain senengnya itu priceless banget sih :)pic.twitter.com/GtkSo9gq4Y;FALSE;1;4;4;/arierizka/status/939015852589846528
