V1;V2;V3;V4;V5;V6;V7;V8;V9
07-Dec-17;9.11 PM;@mdtrsw;@CeritaTranspOL hampir kena scam hahahapic.twitter.com/WTuawgeZ7y;FALSE;;3;2;/mdtrsw/status/938999478173835269
07-Dec-17;6.09 AM;@diterpatopan;Gausah pake auto bid bos alesan klasik @CeritaTranspOLpic.twitter.com/NV9FW6JZLS;FALSE;;1;1;/diterpatopan/status/938772420986466305
07-Dec-17;2.27 AM;@IamYogas;Cc @CeritaTranspOL ,kejadian di Indomaret medaeng Sidoarjo. Ban ojol/taxol dikempesin preman setempat.https://twitter.com/IamYogas/status/938301426069114880 …;FALSE;1;3;;/IamYogas/status/938716566958383110
07-Dec-17;1.40 AM;@pengendarabesi;https://www.golek.co.id/golek_driver.html … baru lagi nih, apakah berhasil ? syarat2 jadi drivernya ....   @CeritaTranspOLpic.twitter.com/9z1Jr6QfHS;FALSE;3;10;3;/pengendarabesi/status/938704678530846720
06-Dec-17;11.16 PM;@Vin_Madja;"Wah, kemarin juga order GoFood, ada yg ambil orderan tapi nama dan no orderan blank. Drivernya tlp konfirmasi order jadi mikirnya oke aja. Pesanan selesai dengan selamat tanpa ada tlp berbau penipuan gitu sih.

Apa mungkin kemarin ada yg hack @gojekindonesia ?
cc @CeritaTranspOLhttps://twitter.com/deasafilaa/status/938331797846290432 …";FALSE;2;1;1;/Vin_Madja/status/938668540537716737
07-Dec-17;12.18 AM;@noediyan;"Kepada aplikator @Uber_IDN @GrabID @gojekindonesia Mohon lindungi para mitra kalian, aset kalian, dengan perlindungan terbaik dari para penjahat yang menggunakan aplikasi penumpang.
Yth @DivHumasPolri, Mohon penanganan persekusi / bullying pada app online di daerah lain. thxhttps://twitter.com/noediyan/status/938682375877177344 …";FALSE;;17;1;/noediyan/status/938684049123524608
07-Dec-17;12.11 AM;@noediyan;"Kepada Yth @gojekindonesia mohon berikan para driver anda asuransi, mengingat keluarga yang ditinggalkan akan membutuhkan nafkah sang suami yang terputus. 
Kepada Yth @BudiKaryaS inilah pentingnya aplikasi online, bisa dilacak siapa yang pesan? dimana? kemana ?
Terima kasih (1)https://twitter.com/tribunnews/status/938675418856435712 …";FALSE;2;31;2;/noediyan/status/938682375877177344
26-Nov-17;8.54 AM;@bismakarisma;Dikasih kado lebih cepet sama orang baik. Semangat bekerja dan berbuat baik selalu mas!pic.twitter.com/f0FXpVRXYP;FALSE;28;346;310;/bismakarisma/status/934827782244143104
06-Dec-17;8.16 PM;@jgnbnykbacot;"Mami: “Ce, pake uber Mami aja lg ada promo”
Q: “Wah iya murah jadi 2k”
M: “Iya tapi ntar kasihnya 10k ya”
Q: “Lah kan udah promo?”
M: “Kita kan gak tau susahnya dia nyari uang” 

Gemes juga sih ngapain pake promo. Tp my mother has the purest heart  @CeritaTranspOL";FALSE;13;18;15;/jgnbnykbacot/status/938623253039300608
06-Dec-17;9.40 PM;@akubeny;"Anak opname, ambil brg di rmh bpknya ojol rela nungguin mertua dtg sama mau anterin brg ke kmr opname nya anak di lt. 6 lagi. Plus di doain sma bpknya 
Thx pak, semoga bapak diberikan banyak rejeki dan kelancaran dlm bekerja Allah SWT @CeritaTranspOLpic.twitter.com/8Wyx5exbUv";FALSE;1;20;8;/akubeny/status/938644387453480960
06-Dec-17;5.57 PM;@CeritaTranspOL;.......https://twitter.com/joblesstudent/status/938587790597435392 …;FALSE;2;2;;/CeritaTranspOL/status/938588177001877504
06-Dec-17;5.51 PM;@CeritaTranspOL;"Sudah beraktivitas dan mencari rejeki? Jangan lupa bersyukur ya.. :”)

(Pic via @edwardsuhadi)pic.twitter.com/E4HZt4TXfi";FALSE;4;222;105;/CeritaTranspOL/status/938586674317033472
06-Dec-17;3.27 PM;@CeritaTranspOL;Fake chat.https://twitter.com/minato008/status/938391519660085248 …;FALSE;1;1;;/CeritaTranspOL/status/938550399560179712
06-Dec-17;3.26 PM;@CeritaTranspOL;Wah aplikasi semacam apa tuh? Hmmm..https://twitter.com/ajuworst/status/938392544500523008 …;TRUE;3;1;;/CeritaTranspOL/status/938550167824773121
06-Dec-17;5.27 AM;@yourgirlfarah;bacanya sambil nyanyihttps://twitter.com/CeritaTranspOL/status/938387618252783616 …;FALSE;;1;;/yourgirlfarah/status/938399390678466560
06-Dec-17;3.24 PM;@CeritaTranspOL;Pelanggan kakak itu kelewat cerdas. Ditambah mabok kecubung.https://twitter.com/galihnyaryu/status/938401009616826368 …;FALSE;;;1;/CeritaTranspOL/status/938549761904230400
06-Dec-17;3.23 PM;@CeritaTranspOL;Iya, itu..anu..https://twitter.com/siriuslyelmo/status/938406737941446656 …;FALSE;1;;;/CeritaTranspOL/status/938549367224418306
06-Dec-17;7.25 AM;@maulidyapy;aku phobia ketinggian padahal @CeritaTranspOLpic.twitter.com/skaj6sdekY;FALSE;1;8;;/maulidyapy/status/938429240772460544
06-Dec-17;9.32 AM;@CHOCHOKEKE;"@CeritaTranspOL 
Jemput abangnya g pake jaket n helm ojol, motor juga plat beda, trs dy cerita belum lama motor, helm, hape, jaket di begal ....sampai trauma g narik sebulanan....sabar ya mas semoga masalah cepat selesai, rezeki tambah. Aminpic.twitter.co";FALSE;1;3;3;/CHOCHOKEKE/status/938461181257195520
06-Dec-17;10.43 AM;@shofikutul;"*menunggu gojek
 *kang ojek menghampiri di depan persis
 *langsung naik
 ""tujuan ke xxx kan?""
 ""oh bukan""
 ""mas xxx bukan?""
 ""oh bukan saya yyy, pesan gojek ke xxx""
 ""wah mas, bahkan saya grab lho bukan gojek. Saya balikin ke tempat awal ya""
 ........ Oke";FALSE;4;9;5;/shofikutul/status/938479057481560065
06-Dec-17;4.43 AM;@CeritaTranspOL;Dari Star Wars kak.. https://twitter.com/prasabdilah/status/938283464473939968 …;FALSE;;;4;/CeritaTranspOL/status/938388449740038144
06-Dec-17;4.40 AM;@CeritaTranspOL;"Barisan puisi ini
Adalah yang aku punya
Mungkin akan kau lupakan
Atau untuk ........https://twitter.com/numpangobrol/status/938313500019101697 …";FALSE;1;4;3;/CeritaTranspOL/status/938387618252783616
06-Dec-17;12.32 AM;@Suparnojumar;"Gila! Mitra UberX @Uber_IDN  membuat tagihan perjalanan jadi bengkak. 
c.c @YLKI_ID @Dishubtrans_DKI @CeritaTranspOL
@RadioElshinta  Sdh dilaporkan ke Uber,  tapi dgn alasan lebih 3x24jam tak dpt diproses. Ada yg bisa bantu? 

#TransportasiOnline
#MitraUberNakalpic.twitter.com/UuJMiZXhoz";FALSE;18;8;2;/Suparnojumar/status/938325330128863232
06-Dec-17;12.58 AM;@deasafilaa;@CeritaTranspOL min, just share yaa. Biar lebih hati2 lg untuk yg lain. Hampir aja untung engeh duluan pic.twitter.com/zwk5XG8SkG;FALSE;;8;1;/deasafilaa/status/938331797846290432
06-Dec-17;1.07 AM;@gumilangalmas;Sekali-sekali lah naik Toyota BMW @CeritaTranspOLpic.twitter.com/W1Rtve5Fyf;FALSE;2;4;1;/gumilangalmas/status/938334148724273152
06-Dec-17;4.35 AM;@CeritaTranspOL;Eee...anu, itu bukan...anu...https://twitter.com/rikybp/status/938338714270318593 …;FALSE;;;2;/CeritaTranspOL/status/938386528316903424
06-Dec-17;2.26 AM;@sariebut;@CeritaTranspOL di malang masih belum sekondusif jogja yaa https://twitter.com/5thform/status/937932311315726336 …;FALSE;;1;;/sariebut/status/938353861600854016
06-Dec-17;3.37 AM;@keinesasih;"Alkisah mendapat abang gojek yang sama-sama awkward.

 *sampai di tujuan*

 ""Makas—""
 ""...""
 ""Mak—"" |  ""M—""
 ""..."" 
 ""Sama-s—""
 *ngasih helm* ""Hehe xvsgasbga""
 *terima helm* ""Eheheh dgwhsvgsb""";FALSE;3;100;58;/keinesasih/status/938371708624318464
05-Dec-17;11.12 PM;@CeritaTranspOL;Cerewet!https://twitter.com/shandya/status/938260622889725952 …;FALSE;2;2;;/CeritaTranspOL/status/938305154142654466
05-Dec-17;8.13 PM;@TwitterID;Sudah hadir juga mas @addiems serta mimin @infosuporter @CeritaTranspOL di acara #RameDiTwitter hari ini.pic.twitter.com/0SxGPERXpi;FALSE;1;12;41;/TwitterID/status/938260049066991616
05-Dec-17;11.12 PM;@CeritaTranspOL;Yang mana?https://twitter.com/amasna/status/938259658162053120 …;FALSE;;;1;/CeritaTranspOL/status/938305032029655040
05-Dec-17;8.10 PM;@OddieGETAH;@addiems @CeritaTranspOL dan @infosuporter ngobrol2 di #RameDiTwitter dengan moderator @St_agustafpic.twitter.com/WsxKM9PuKt;FALSE;;2;1;/OddieGETAH/status/938259369078136832
05-Dec-17;8.20 PM;@CeritaTranspOL;Bikin polling aja apa ya? https://twitter.com/amasna/status/938259658162053120 …;FALSE;3;;;/CeritaTranspOL/status/938261764604534784
05-Dec-17;8.12 PM;@CeritaTranspOL;Ngobrol-ngobrol sama @St_agustaf, Mas @addiems dan mimin @infosuporter. #RameDiTwitterpic.twitter.com/q5twHDDPJ9;FALSE;2;7;20;/CeritaTranspOL/status/938259869865349120
05-Dec-17;7.46 PM;@CeritaTranspOL;(((MEJET)))https://twitter.com/harbiemunia/status/938252518617788416 …;FALSE;;;;/CeritaTranspOL/status/938253354408353792
05-Dec-17;7.39 PM;@OddieGETAH;@St_agustaf membuka acara #RameDiTwitter pagi ini! Akan ada obrolan seru dari @addiems @CeritaTranspOL dan @infosuporterpic.twitter.com/cQ6ojA6rzG;FALSE;;3;;/OddieGETAH/status/938251476794712064
05-Dec-17;7.37 PM;@CeritaTranspOL;Here we go! #RameDiTwitterpic.twitter.com/D9oYhKikht;FALSE;;;;/CeritaTranspOL/status/938251030126510085
05-Dec-17;7.11 PM;@CeritaTranspOL;Kami akan share tentang perjalanan akun ini pada event #RameDiTwitter sebentar lagi.pic.twitter.com/LnBZZTRKRm;FALSE;;11;5;/CeritaTranspOL/status/938244363510890496
05-Dec-17;6.57 PM;@CeritaTranspOL;Sebantar lagi! #RameDiTwitterhttps://twitter.com/twitterid/status/938204714922950656 …;FALSE;;;1;/CeritaTranspOL/status/938240925502881792
05-Dec-17;4.54 PM;@chaesanchann;Kalo kayak gini harus kasih bintang berapa?di abangnya uda akhirin perjalanan tapi  saya sama sekali belum naik @CeritaTranspOLpic.twitter.com/flgfLsYFMd;FALSE;2;1;;/chaesanchann/status/938210070470443008
05-Dec-17;5.06 PM;@chaesanchann;Setelah saya pikir2 lagi saya mau kasih  bintang 5 aja gapapa walau ga di pick up tapi pas mau kasih malah gini karna sempet di close app nya.maaf ya mas/pak:((pic.twitter.com/eIO65o22rH;FALSE;2;1;;/chaesanchann/status/938213054042464256
05-Dec-17;6.01 PM;@4riy0;Yup.. Saya pribadi sebagai driver lebih suka penumpangnya duduk didepan klo cuma sendiri.  Ngobrol juga lebih enak. Nawarin permen juga lebih enak klo penumpangnya disamping. Klo penumpang butuh tissue bisa langsung ambil sendiri karena saya taro kotak tissue di visor.;TRUE;3;1;1;/4riy0/status/938226951226933248
05-Dec-17;8.20 AM;@rhanierahayu;Tiap naik taksi online selalu duduk depan dan ngajak ngobrol sopirnya walaupun sekedar basa-basi.. Sering malah mereka nawarin buat dianter balik lagi kalo cuma sebentar urusannya~;TRUE;;2;1;/rhanierahayu/status/938080528460161024
05-Dec-17;8.39 AM;@CeritaTranspOL;"Wah iya, gak ada opsi “food”.

Teman-teman pengguna dan driver Grab ada yang bisa bantu jawab?https://twitter.com/fadiaharis/status/938078394880704512 …";TRUE;5;1;;/CeritaTranspOL/status/938085409212456960
05-Dec-17;8.07 AM;@CeritaTranspOL;Besok!https://twitter.com/twitterid/status/937922955140407296 …;FALSE;1;1;;/CeritaTranspOL/status/938077313526202368
05-Dec-17;7.56 AM;@fasabimuhammad;Solusi lain, ajak ngobrol drivernya. Saya dulu berapa kali naek walaupun pake cc tetep dibintang 5 sama drivernya krn saya akrabin ajak ngobrol, jadi ga bosen selama perjalanan.  Ohiya duduk depan juga sepertinya pengaruh, kesannya lebih menghargai mereka.;TRUE;2;1;1;/fasabimuhammad/status/938074611979190272
05-Dec-17;8.05 AM;@CeritaTranspOL;Info lain yang bisa kamu share:https://twitter.com/yonpurba/status/938060960849260544 …;FALSE;;;;/CeritaTranspOL/status/938076982201298944
05-Dec-17;8.04 AM;@CeritaTranspOL;Sampai ketemu besok ya kak min! :)https://twitter.com/infosuporter/status/938046160727556096 …;TRUE;;;1;/CeritaTranspOL/status/938076736926789632
05-Dec-17;8.02 AM;@CeritaTranspOL;Lewatin Kenya bisa nitip oleh-oleh gak?https://twitter.com/_onnynno/status/938027808512622593 …;FALSE;;;;/CeritaTranspOL/status/938076232595357696
05-Dec-17;4.31 AM;@Uaiaai29;Dulu cerita tentang ojol-ojolan ke akun @CeritaTranspOL eh di RT sampe masuk line today. Tetiba ada akun ojol KW di IG. Kaget ada cerita gue tanpa izin, tegor dong, eh ilang cerita gue, cerita lain di kasih watermark. Eh nongol lagi nih @CeritaTranspOL setelah vacum gara-gara KW.;FALSE;;6;1;/Uaiaai29/status/938023134308872193
05-Dec-17;4.21 AM;@kikoadh;Iya, klik aja tripnya, trs pilih “i would like a refund”, “i was overcharged”, trs jelasin aja harusnya bayar brp dan kenanya jadi brp, nanti dibales via email..;TRUE;;1;3;/kikoadh/status/938020417440120837
05-Dec-17;4.20 AM;@kurniaven;Waaahhhh... Gara2 nih akun, cerita gue jadi viral;TRUE;;1;2;/kurniaven/status/938020179451158529
05-Dec-17;4.14 AM;@rizkyrrs;@CeritaTranspOL pernah lagi itu gua naik grabbike kira2 kena 17 ribu terus sengaja gua kasih tip 5 ribu karna jarak lumayan jauh. Pas turun gua buru2 kabur tutup pintu rumah, eh ga lama abang drivernya ngetok pintu rumah ngasih kembalian dong;FALSE;;2;1;/rizkyrrs/status/938018744139313153
05-Dec-17;3.29 AM;@Driver2292;"Saya selalu senyum ketika dpt credit. Justru berterima kasih.
Karena kalau cash susah.... Gk bisa disimpan. Langsung bwat belanja ke pasar sama mamih.... Wkwkwk";TRUE;;1;4;/Driver2292/status/938007457284046853
05-Dec-17;3.39 AM;@Driver2292;"Buanyak bang. Di Uber yg paling top diatas 1000 trip saya pernah lihat rating driver 4.92
Di grab rating driver 4.98 tuh buanyak.
Di go-car saya Baru merintis....";TRUE;1;1;;/Driver2292/status/938009807662886912
05-Dec-17;3.18 AM;@abcdebefg;@CeritaTranspOLpic.twitter.com/uUdgX6RnbP;FALSE;5;1;;/abcdebefg/status/938004557187104768
05-Dec-17;3.10 AM;@kikoadh;Udah 3x naik uber bayar pakai cash, pas udh smp tujuan tarif yg dikenakan lbh mahal dr saat book awal. Jd bingung sbnrnya ini fixed fare/bukan. Tiap komplain ke uber lsg direspon dan dibalikin selisihnya ke saldo uber. Tp udh 3x kayak gini. Jujur, mengecewakan. @CeritaTranspOL;FALSE;14;6;2;/kikoadh/status/938002703988301824
05-Dec-17;3.20 AM;@CeritaTranspOL;"Pantau timeline kami besok ya! Akan ada sesuatu tentang perjalanan akun ini. ;)https://twitter.com/amemms/status/937997486722990080 …";FALSE;3;3;5;/CeritaTranspOL/status/938005041591357440
05-Dec-17;1.33 AM;@bayuresa;pic.twitter.com/0RjApkizxg;FALSE;1;1;;/bayuresa/status/937978184573661184
05-Dec-17;1.33 AM;@bayuresa;pic.twitter.com/6Gu5R2BdLv;FALSE;1;1;1;/bayuresa/status/937978117360033792
05-Dec-17;1.32 AM;@bayuresa;pic.twitter.com/Wgl712hVAM;FALSE;;1;;/bayuresa/status/937978066776625152
05-Dec-17;1.47 AM;@bajoeangin;"naik grabbike total bayar 5k,pakai kode promo cuma 1k. pakai promo aja dan sampe rumah mau dikasih 5k biar dapet uang dobel gitu maksudnya. 
pas sampe rumah ijin mau ambil uang dulu,pas balik abang grabnya udah pergi. salahku apa  @CeritaTranspOL";FALSE;3;2;;/bajoeangin/status/937981634493562880
04-Dec-17;10.27 AM;@Driver2292;@CeritaTranspOL driver yang gak pernah cancel dan ambil semua trip.pic.twitter.com/UliYsDy8CG;FALSE;4;5;4;/Driver2292/status/937750327272423424
04-Dec-17;6.29 PM;@StalkingStalkr;@CeritaTranspOL Kemarin lusa diminta Cancel sm driver GrabCar, tapi tetep dianter ke tujuan. Alasannya biar si driver dapet tarif full. Sempet ragu, tapi kepept waktu akhirnya jalan juga;FALSE;5;1;4;/StalkingStalkr/status/937871535053799424
04-Dec-17;6.42 PM;@bayuresa;@CeritaTranspOL nih min. Kadang sedih kalo ada yg main2 gini. Becandanya gak asik. Sengaja nama gak sa sensor sih.pic.twitter.com/tNfy7kVEed;FALSE;5;9;4;/bayuresa/status/937874900634578944
04-Dec-17;6.49 PM;@AlvaroGazelle;Raja kok naek online @CeritaTranspOLpic.twitter.com/7TzrrDRds3;FALSE;;7;4;/AlvaroGazelle/status/937876495892021248
04-Dec-17;11.36 PM;@silpez;some of my online driver for the past 2 weeks, kalian awesome. Tanpa kalian, apalah aku ini. Prok prok prok @CeritaTranspOLpic.twitter.com/iCG1izSwd2;FALSE;;1;2;/silpez/status/937948741692096512
04-Dec-17;11.51 PM;@icalllll_;Kalo ini gimana?pic.twitter.com/DvjlZRWD3m;TRUE;1;1;;/icalllll_/status/937952510475509760
05-Dec-17;12.48 AM;@igo_guntur;@e100ss kasian order angkutan online di cegat sama preman JMP, meskipun penjemputan d seberang JMP akhirnya ga jadi naik. Hukum jalanan..pic.twitter.com/wRT8lVl5Bv;FALSE;22;33;15;/igo_guntur/status/937967022624739329
04-Dec-17;7.07 AM;@CeritaTranspOL;"Terima kasih telah berbagi cerita hari ini. Kita bisa melihat cerita dari sisi driver dan rider. Kebijakan terbesar kembali ke kalian masing-masing. 

So, sama-sama saling menguntungkan aja ya guys. Selamat malam!";FALSE;1;1;3;/CeritaTranspOL/status/937699945930309632
04-Dec-17;7.04 AM;@CeritaTranspOL;https://twitter.com/rockadocta/status/937696418332008448 …;TRUE;;;1;/CeritaTranspOL/status/937699208638820352
04-Dec-17;6.55 AM;@shelzy_;Sama.. kemaren malem dr lotte kuningan cari ubermotor semua driver langsung nanya 'tujuan kemana?' Emang tujuan jauh & bayar pake CC dan yah akhirnya pd cancel. sampe sejam ga ada yg mau. akhirnya ada jg yg td sempet cancel kemudian berbaik hati ambil orderan @CeritaTranspOLpic.twitter.com/QU30ajKynJ;FALSE;3;3;8;/shelzy_/status/937696795009757187
04-Dec-17;6.56 AM;@diptraa;@CeritaTranspOL Sabtu lalu pesen taksi online di depan mall Malang Town Square. Begitu mobil datang kemudian saya akan masuk ke mobil, tiba-tiba mobil digruduk oleh tiga orang oknum dari perkumpulan angkot. Mobil diminta menepi di sisi seberang jalan.;FALSE;2;1;;/diptraa/status/937697052615573504
04-Dec-17;6.56 AM;@IKO__OIK;Sempet pake Uber di Penang, sopirnya pas masuk mobil ngeliatin kayak curiga gitu. Pas sadar kalo gue waras dia nanya, kok ratingnya bisa kecil sih (padahal 4.3 an), takutnya kamu penipu. Gue jawab aja, kalo di Jakarta, mitra Ubernya galak2 aka susah kasih rating 5;TRUE;2;1;1;/IKO__OIK/status/937697087042416641
04-Dec-17;6.59 AM;@pengendarabesi;lebih baik ga usa ngasih sama sekali sih klo ga bintang 5, rate 1-4 itu sama aja nurunin rate pada driver diaplikasi. yg bikin naek cmn klo dapet bintang 5 @CeritaTranspOLhttps://twitter.com/WieDanang/status/937116086792699905 …;TRUE;2;5;2;/pengendarabesi/status/937697792767561730
04-Dec-17;6.59 AM;@sundaasli;"Dulu di Tangerang kalo pake promo, tetep stabil di 4.7
Di Jakarta bisa turun ke 4.2
Padahal bayarnya sama sama full kayak sebelum promo";TRUE;1;1;2;/sundaasli/status/937697933369020416
04-Dec-17;6.55 AM;@rockadocta;Cair seminggu sekali, hari rabu atau kamis gitu gue lupa...https://twitter.com/SukaArt1/status/937696615929745408 …;TRUE;;1;;/rockadocta/status/937696835866476544
04-Dec-17;6.59 AM;@rockadocta;Beneran sih, kalo rider ratingnya di bawah tiga biasanya RESEH!!! Catet ya.. Biasanya... Ga semua..;FALSE;6;1;2;/rockadocta/status/937697915329331200
04-Dec-17;6.58 AM;@rockadocta;"As a driver, gue memilih tidak mengambil penumpang dengan rating di bawah 3, but please jangan menggeneralisir rating turun gegara pake cc ;)https://twitter.com/cdiorisa/status/937695153745149952 …";TRUE;4;3;1;/rockadocta/status/937697589796859904
04-Dec-17;6.53 AM;@HeyItsSarah__22;Balikpapan juga. Gk pake atribut.;TRUE;1;1;;/HeyItsSarah__22/status/937696282696495104
04-Dec-17;6.50 AM;@lailiycahya;di Malang juga. sabtu kmaren gitu.. di sekitar terminal arjosari. ada mas2 ojol ktpnya ditahan terus disuruh bayar 150ribu sama bapak2 yang duduk di sebelah saya yang katanya korlapnya situ emang. kasian masnya;TRUE;3;2;;/lailiycahya/status/937695597305389057
04-Dec-17;6.50 AM;@mz_heroe;Hati2 di terminal Purabaya, dua pentil bisa dicabut pic.twitter.com/NzJsOpt9qW;TRUE;2;5;1;/mz_heroe/status/937695502077792257
04-Dec-17;6.52 AM;@CeritaTranspOL;This!https://twitter.com/rockadocta/status/937694305912733697 …;FALSE;1;2;;/CeritaTranspOL/status/937696104136679427
04-Dec-17;6.49 AM;@rockadocta;"Dari sudut pandang driver nih @CeritaTranspOL ;)https://twitter.com/rockadocta/status/937694305912733697 …";FALSE;1;2;;/rockadocta/status/937695275618988035
04-Dec-17;6.47 AM;@sihargeol;"Rating di bawah 4 tu, ibarat sekolah, ga naik kelas. Wkwkwk... 
Hal lain, driver mikir keras, ini jangan2 order fiktif?";TRUE;;1;;/sihargeol/status/937694927814737920
04-Dec-17;6.51 AM;@CeritaTranspOL;Kasus di luar negeri, driver bisa nolak ambil request penumpang. Tapi sejauh ini nampaknya belum ada yang share cerita serupa ke kami.https://twitter.com/cdiorisa/status/937695153745149952 …;TRUE;2;;;/CeritaTranspOL/status/937695891812528128
04-Dec-17;6.40 AM;@irhamsalman;Enak banget itu, kalau di Bandung pemerintah sama sekali nggak mendukung. Ojol ga ada yang berani pake atribut/ jaket. Ngumpet-ngumpet semua;TRUE;5;7;;/irhamsalman/status/937693105142218754
04-Dec-17;6.43 AM;@in_makiy;Kalo di rs kariadi semarang, gofod gak boleh nganterin makanan nyampe ke dalem rs, cuma boleh di luar, meskipun nganterin makanan buat pegawai rs.;TRUE;3;3;;/in_makiy/status/937693784103518210
04-Dec-17;6.44 AM;@IKO__OIK;Padahal ini poin kuatnya Uber bisa bayar non-cash aka pake CC. Kalo pake cash sih naik taksi konvensional aja ga usah nunggu tinggal cari di jalan ~~https://twitter.com/CeritaTranspOL/status/937691701002432512 …;FALSE;1;3;;/IKO__OIK/status/937694112567902208
04-Dec-17;6.39 AM;@CeritaTranspOL;Semacam balas dendam secara halus~ https://twitter.com/bharatahb/status/937692579763691520 …;TRUE;2;;;/CeritaTranspOL/status/937692837470117889
04-Dec-17;6.37 AM;@adity4riky;Pernah rating turun drastis (mungkin dikasih 1 sama drivernya). Hanya gara-gara dpt tarif promo. Padahal ngasih nya ttp tarif normal;TRUE;1;4;2;/adity4riky/status/937692240280928256
04-Dec-17;6.38 AM;@CeritaTranspOL;Cerita lain:https://twitter.com/mz_heroe/status/937692229014994944 …;TRUE;;;;/CeritaTranspOL/status/937692640757157888
04-Dec-17;6.36 AM;@kisekidaiki__;Enak banget itu. Bandung banyak zona merah jadi susah mau order ojol...mana rumah di komplek. Kl pake opang, itu dari rumah ke gerbang komplek mahal bgt ampe 10 rebu. Padahal deket tp kl jln kaki cape. Opang juga ga prnh ngasih helm buat keselamatan. Makin kesel dah.;TRUE;1;4;1;/kisekidaiki__/status/937691992858832896
04-Dec-17;6.38 AM;@CeritaTranspOL;"Harusnya dijawab: Mas, kita belum menikah..
*eh gimana*
https://twitter.com/adity4riky/status/937691762302205952 …";FALSE;;4;1;/CeritaTranspOL/status/937692496125075456
04-Dec-17;6.34 AM;@Yudhis_RS;@CeritaTranspOL perjalanan tersingkatpic.twitter.com/T1k1IcQ3p3;FALSE;2;1;1;/Yudhis_RS/status/937691500829220865
04-Dec-17;6.34 AM;@CeritaTranspOL;Mimin pernah pengalaman naik Uber dengan cash selama belasan hari. Rating jadi membaik. Silakan dicoba jika dirasa jadi solusi.https://twitter.com/rudytjandra/status/937690792394612736 …;FALSE;23;3;1;/CeritaTranspOL/status/937691701002432512
04-Dec-17;6.33 AM;@CeritaTranspOL;Ngumpet-ngumpet..https://twitter.com/yernlee/status/937689931731779584 …;TRUE;2;1;;/CeritaTranspOL/status/937691303717908481
03-Dec-17;9.01 PM;@yonpurba;"Kekuatan forcenya makin terasa bulan Desember ini. Semoga menjadi salah satu yang beruntung dapat diantar oleh Gojedi!
@CeritaTranspOL @DriverGojekProhttps://twitter.com/gojekindonesia/status/937507508641394688 …";FALSE;;4;;/yonpurba/status/937547409256624128
03-Dec-17;5.13 AM;@klaselia;Penumpang yg tertukar @CeritaTranspOL pic.twitter.com/xANQgjrqPj;FALSE;1;13;4;/klaselia/status/937308892437946371
04-Dec-17;6.29 AM;@CeritaTranspOL;"Seharusnya sih tidak bisa yah..

Teman-teman driver ada yang bisa bantu jawab?https://twitter.com/deeahn_saja/status/937286008801968128 …";FALSE;4;1;;/CeritaTranspOL/status/937690345952833543
04-Dec-17;6.28 AM;@CeritaTranspOL;Good news?https://twitter.com/kumparan/status/937291670177030144 …;FALSE;1;1;1;/CeritaTranspOL/status/937690095439683584
04-Dec-17;6.25 AM;@CeritaTranspOL;Teman-teman driver ada yang bisa bantu jawab?https://twitter.com/wiedanang/status/937116086792699905 …;TRUE;2;;1;/CeritaTranspOL/status/937689239868735488
02-Dec-17;7.15 AM;@bayuresa;Saya merasa ternoda. Mungkin dikira jogja ke palembang cukup lima menit kali. Udah diancem dilaporin ke kantor ojolnya pula. Dibilang kalo gak niat kerja mending di rumah aja pula. Akhirnya ditelfon saya baca sholawat aja lah.;TRUE;;1;;/bayuresa/status/936977039629860866
02-Dec-17;7.23 AM;@yonpurba;@Uber_IDN sudah saatnya menghadirkan tombol cancel + reason. Asked by driver. Itu chat udah bisa ditracing. Atau biaya cancel itu hrs ada proses penyelesaian. Jangan sampe perusahaan mendapatkan uang yang seharusnya adalah hak customer sepenuhnya.;TRUE;1;3;;/yonpurba/status/936979155689672709
02-Dec-17;7.24 AM;@liperpuul;Sama sih ini, Rabu kmaren jemput istri di Gubeng tengah malem. Ditanyain opang yg mangkal gue ojol bukan? Gue jwb bukan, untung dia ga interogasi lebih jauh. Denger dari obrolan emang kalo ojol pick up disitu harus setoran 6rb per pick up ke opang situ.;TRUE;2;1;;/liperpuul/status/936979452600369157
02-Dec-17;7.34 AM;@hanmula;Gw kalo dobel order 2 app ojol ga pernah suruh cancel, kasian sama mamangnya, suruh jalan tanpa gw aja. Kasian mamangnya @CeritaTranspOLpic.twitter.com/5W7IddBdmg;FALSE;1;3;1;/hanmula/status/936981786990493702
02-Dec-17;7.58 AM;@tha_retha;@CeritaTranspOL Hari ini 3x naik ojek online. Dan ini kisahnya...pic.twitter.com/jM3N1B8sMK;FALSE;;7;1;/tha_retha/status/936987829199970304
02-Dec-17;8.00 AM;@RiswanMarbun;Pembayaran non tunai Uber memang menarik dibahas dari sisi operator atau customer, namun blm tentu dr sisi driver.;TRUE;1;1;1;/RiswanMarbun/status/936988571004579840
04-Dec-17;6.20 AM;@CeritaTranspOL;https://twitter.com/lm_fw/status/936990467790483456 …;TRUE;;;1;/CeritaTranspOL/status/937688170719621120
04-Dec-17;6.20 AM;@CeritaTranspOL;Padahal ada niat baik. https://twitter.com/aguusosia/status/936991142373031936 …;FALSE;;;1;/CeritaTranspOL/status/937688057192448001
04-Dec-17;6.19 AM;@CeritaTranspOL;Namanya juga usaha..  https://twitter.com/meranchoric/status/936998098382893057 …;FALSE;;;;/CeritaTranspOL/status/937687860731244544
