date,tweets,periode,person
2018-01-02,"Malam ini di @Twice_Bali -- gratis ! Yang bawa minuman dari luar saya pribadi yang akan mengamplas pelipis licikmu .

#twicebar #rocknrollbar #kutarockcity #balitolakreklamasi",periode_3,JRX_SID
2013-09-13,!! RT @candrarock Pertama liat @SkaTePunk_ID di #BaliTolakReklamasi #2 . asli keren abis !,periode_1,JRX_SID
2013-09-13,Band canggih bervokalis ganteng @TRMofficial at konser mini #BaliTolakReklamasi #2 @reddbox317 . Ladies come closer !,periode_1,JRX_SID
2013-09-13,Veteran melodic -punk @blackened_bali turun gunung utk konser mini #BaliTolakReklamasi #2 di @reddbox317 .,periode_1,JRX_SID
2013-09-13,The venomous @GEEKSSMILE at konser mini #BaliTolakReklamasi #2 di @reddbox317 . Cakcak yan !,periode_1,JRX_SID
2013-09-12,!!! RT @forbali13 selain download gratis kalian juga bisa request lagu #BaliTolakReklamasi di radio2 seluruh endonesa .. coba aja :),periode_1,JRX_SID
2013-09-12,Dan MALAM INI @forbali13 akan buka lapak baju #BaliTolakReklamasi di @reddbox317 Harga 100K .,periode_1,JRX_SID
2013-09-10,13 September konser #BaliTolakReklamasi #2 di reddbox317 w / geekssmile @skatepunk_id @blackenedbali FREE !,periode_1,JRX_SID
2013-09-06,Dan @steelbonerigid semalam di konser #BaliTolakReklamasi #1 di @Twice_Bali . Pic : @ucok_olok,periode_1,JRX_SID
2013-09-06,Its @thebullheadbali semalam di konser #BaliTolakReklamasi #1 di @Twice_Bali . Pic : @ucok_olok,periode_1,JRX_SID
2013-09-06,Peluk tumpel utk MC konser #BaliTolakReklamasi tadi > @fajar_kkk dan siapa kaden lagi satu jeg lupa saya namanya nok :),periode_1,JRX_SID
2013-09-06,Konser #BaliTolakReklamasi masih akan berlanjut minggu depan di Denpasar . Aksi penolakan tak akan surut hingga reklamasi benar dibatalkan !,periode_1,JRX_SID
2013-09-06,Thanx semua yg datang ke konser #BaliTolakReklamasi tadi . Bising dgn sing along yg tebal !,periode_1,JRX_SID
2013-09-05,"RT @leakBALI_ Dulu saya jelek , setelah pakai kaos #BaliTolakReklamasi saya lebih gagah dr JRX thx @WalhiBali",periode_1,JRX_SID
2013-09-05,Terima kasih untuk tidak menjadi manusia  tuna wawasan yg berfikir kaos #BaliTolakReklamasi adalah usaha cari untung :),periode_1,JRX_SID
2013-09-05,Konser mini #BaliTolakReklamasi #1 malam ini di @Twice_Bali dimeriahkan oleh badut pilihan : @thebullheadbali @DEVlLDICE & @steelbonerigid !,periode_1,JRX_SID
2013-09-05,Nanti malam di @twice_bali juga ada stand utk menandatangani petisi #balitolakreklamasi,periode_1,JRX_SID
2013-09-05,Kaos #BaliTolakReklamasi bisa didapat hanya malam ini di @Twice_Bali dgn harga 100K !,periode_1,JRX_SID
2013-09-02,"Cieee @aparatmati of @seringai masuk koran menyuarakan #BaliTolakReklamasi - good quote , sir !",periode_1,JRX_SID
2013-09-01,Ganteng ! -> RT @FachrulRozi48 JRX saya sudah TANDA TANGAN petisi di  bli :) #BaliTolakReklamasi,periode_1,JRX_SID
2013-09-01,"Di konser ke 2 di Singaraja - Bali , @Seringai jg suarakan #BaliTolakReklamasi . Here 's @sammybramantyo the bassman !",periode_1,JRX_SID
2013-09-01,"Ya begitulah , tuntutan label . RT @Ithinx_Arms JRX kamu terlihat gagah sekali kemarin malam memakai tshirt #BaliTolakReklamasi #SIDBekasi",periode_1,JRX_SID
2013-09-01,Gagah ! RT @baliekarock Percakapan ayah & anaknya yg mulai tertarik pergerakan #BaliTolakReklamasi . Music speaks !,periode_1,JRX_SID
2013-08-31,Another  of @aparatmati rocking #BaliTolakReklamasi tees at St .Lukas Fest . Photo by @ucok_olok,periode_1,JRX_SID
2013-08-31,Mr @aparatmati of @seringai at St .Lukas Fest w / #BaliTolakReklamasi ! Gemakan terus hingga reklamasi dibatalkan !,periode_1,JRX_SID
2013-08-31,Mr @aparatmati of seringai rockin ' St .Lukas Fest with #BaliTolakReklamasi tees ! Dukung terus gerakan <e2><80><a6>,periode_1,JRX_SID
2013-08-29,"Lagu #BaliTolakReklamasi sudah diunduh oleh hampir 20 .000 bebek , ayo jadi bebek dan unduh gratis lagunya di  !",periode_1,JRX_SID
2013-08-29,"Pernah dengar jika seleksi alam akan tentukan siapa saja yg layak jadi temanmu ? Nah , isu spt #BaliTolakReklamasi ini salah satu seleksinya .",periode_1,JRX_SID
2013-08-29,Setelah download lagu #BaliTolakReklamasi di  silakan isi petisi menolak reklamasi di,periode_1,JRX_SID
2013-10-16,"Untuk yg sinis thd demonstran , benar dugaan kalian , demo #BaliTolakReklamasi memang ditunggangi APEKMR <e2><80><a6>",periode_1,JRX_SID
2013-10-16,Mbok @happy_salma berpuisi dalam aksi #BaliTolakReklamasi - jika aksi penolakan didukung <e2><80><a6>,periode_1,JRX_SID
2013-10-16,Romeo dan Juliet yg suarakan #BaliTolakReklamasi !,periode_1,JRX_SID
2013-10-16,"Boss @pukulrata memegang poster yg artinya bukan ""Jangan ganggu pemerintah !"" #BaliTolakReklamasi",periode_1,JRX_SID
2013-10-16,Para perempuan memimpin barisan #BaliTolakReklamasi - ga perlu berpakaian adat utk menunjukkan rasa <e2><80><a6>,periode_1,JRX_SID
2013-10-16,Pembacaan puisi di depan kantor DPRD utk #BaliTolakReklamasi !,periode_1,JRX_SID
2013-10-15,Saya serius undang siapapun yg sinis thd demonstran utk datang besok utk lihat dgn mata kalian sendiri spt apa demo #BaliTolakReklamasi ini .,periode_1,JRX_SID
2013-10-15,"Hadir ! RT @forbali13 Yg teriak tolak reklamasi ayo gabung di aksi #BaliTolakReklamasi kamis besok , kumpul jam 9 pagi parkir timur lap Renon",periode_1,JRX_SID
2013-10-15,Yuk besok kita berjuang untuk #BaliTolakReklamasi . Akan ada @Happy_Salma baca puisi . Mohon sebarkan :),periode_1,JRX_SID
2013-10-15,"3 . Yg sinis , ayo ikut demo #BaliTolakReklamasi sekali yuk , biar kalian bisa lihat dgn mata sendiri kalau semua tuduhan kalian gak terbukti !",periode_1,JRX_SID
2013-10-14,Gerakan #BaliTolakReklamasi yg dikelola @forbali13 100 % non -politis . Tidak ada agenda menjatuhkan Gubernur . Kami hanya ingin SK dicabut .,periode_1,JRX_SID
2013-10-14,Terima kasih @iwanfals utk dukungannya dalam perjuangan #BaliTolakReklamasi ! via @forbali13,periode_1,JRX_SID
2013-10-11,Kontak @radic_co ya . RT @bayoe15acenk Mas JRX untuk beli baju #BaliTolakReklamasi bisa dapatkan dimana ?,periode_1,JRX_SID
2013-10-09,cc : @iwanfals @cikal RT @BimaVigianto lagu bang iwan fals wakil rakyat mengema di DPRD bali  #balitolakreklamasi,periode_1,JRX_SID
2013-10-09,Semangat utk rekan -rekan @forbali13 yg saat ini sedang 'mengepung ' DPRD Bali utk suarakan #BaliTolakReklamasi !,periode_1,JRX_SID
2013-10-02,Terima kasih untuk topengnya Mr @glennfredly ! #BaliTolakReklamasi q,periode_1,JRX_SID
2013-10-01,Jam 3 sore nanti tim @forbali13 akan mewawancarai solois terbaik Indonesia @GlennFredly ttg dukungannya thd gerakan #BaliTolakReklamasi !,periode_1,JRX_SID
2013-10-01,Gagah ! #BaliTolakReklamasi,periode_1,JRX_SID
2013-10-01,Tadi adalah demo #BaliTolakReklamasi tersukses yg pernah saya ikuti . Yg sinis thd demonstran saya harap jangan ragu tuk segera makan aspal .,periode_1,JRX_SID
2013-09-30,Ini ada peserta demo #BaliTolakReklamasi yg ketinggalan :) @fashf,periode_1,JRX_SID
2013-09-30,Kamu tahu gerakan #BaliTolakReklamasi ini murni dari hati ketika peserta demonya seperti ini :),periode_1,JRX_SID
2013-09-30,Ini baru punk ! #BaliTolakReklamasi #FTG,periode_1,JRX_SID
2013-09-27,Bang Iwan support #BaliTolakReklamasi > RT @iwanfals :,periode_1,JRX_SID
2013-09-26,Tolong tag selebriti kenalan kalian di foto ini . Terima kasih . #BaliTolakReklamasi,periode_1,JRX_SID
2013-09-26,Selebriti Indonesia yg ke Bali tolong bantu promosikan #BaliTolakReklamasi ya . Jangan cuma bisa nikmati Bali tapi gak mau ikut menjaga .,periode_1,JRX_SID
2013-09-24,"Konser #BaliTolakReklamasi #4 . Jika sampai dibubarkan aparat , maka makin ketahuan siapa yg sebenarnya ketakutan !",periode_1,JRX_SID
2013-09-23,1 . Setelah memakai aparat u / batalkan konser #BaliTolakReklamasi kini pihak #ProReklamasi mulai pakai ormas berotot u / takuti para aktivis .,periode_1,JRX_SID
2013-09-20,1 . Polda Bali 100 % pro -reklamasi . Buktinya konser #BaliTolakReklamasi di @Twice_Bali malam ini tidak diijinkan polisi dgn alasan 'ijin '.,periode_1,JRX_SID
2013-09-19,Malam ini @Twice_Bali w / @nympheabali @SFK_bali dll . Kaos #BaliTolakReklamasi dijual di sini,periode_1,JRX_SID
2013-09-18,"This Friday ! Lanjutkan perlawanan dengan konser #BaliTolakReklamasi jilid 3 bersama SFK , Refugee &<e2><80><a6>",periode_1,JRX_SID
2014-06-28,Angels on my back ! @madebayak and his son ! #BaliTolakReklamasi Pic : @melon_murdock13,periode_2,JRX_SID
2014-06-28,With Jack Black Metal a .k .a @lampurio at Parade Budaya #BaliTolakReklamasi /  by Rio Kristo / fedora by @xrmblx,periode_2,JRX_SID
2014-06-28,":) RT @jojosuherman Gue ga tinggal di Bali , tapi izinkan gue ngetweet ini ..  Karna gue juga WNI & cinta tanah air ini .  #BaliTolakReklamasi",periode_2,JRX_SID
2014-06-27,Penguasa sibuk tuduh #BaliTolakReklamasi = aksi bayaran tapi bukti2 menunjukkan demo2 pro -reklamasi yg bayaran /pesanan . Tidak tahu malu !,periode_2,JRX_SID
2014-06-27,Siapapun yg dukung perjuangan #BaliTolakReklamasi harus ingat ini ; Reklamasi T .Benoa adalah agenda MP3EI pimpinan Hatta Rajasa cawapres 1 .,periode_2,JRX_SID
2014-06-27,Yuk demo setiap hari ! :)  #BaliTolakReklamasi #BatalkanPerpreslimasatuthbjad,periode_2,JRX_SID
2014-06-27,"Ini fakta , peserta demo #BaliTolakReklamasi makin lama makin banyak yg ganteng2 & cantik2 lho . Peserta perempuannya jg makin banyak . Seru !",periode_2,JRX_SID
2014-06-26,"Peserta Parade Budaya #BaliTolakReklamasi td sekitar 2000 orang , dan TAK SATUPUN BAYARAN ! Hebat ! Hidup hati nurani !",periode_2,JRX_SID
2014-06-26,"Selamat pagi , sampai jumpa di Parade Budaya #BaliTolakReklamasi #BatalkanPerpreslimasatuthbjad - terbuka untuk umum , yuk pacaran sama alam !",periode_2,JRX_SID
2014-06-23,Tolong RT twit foto ini agar @Cristiano sadar dirinya diperalat @SBYudhoyono ! #CR7FOOLED  #BaliTolakReklamasi,periode_2,JRX_SID
2014-06-23,Hey @Cristiano you were used for publicity stunt by @SBYudhoyono ! #CR7FOOLED  #plsRT #BaliTolakReklamasi,periode_2,JRX_SID
2014-06-22,H .Rajasa = pro -reklamasi . Dukunganmu ga valid . RT @BungTopang Saya dukung #BaliTolakReklamasi Tapi saya juga dukung capres nomor 1 boleh ?,periode_2,JRX_SID
2014-06-19,#BaliTolakReklamasi #LawanFasisme #TolakPabrikSemenRembang #MelawanLupa dan gerakan2 lainnya sudah ada jauh sebelum pilpres dimulai .,periode_2,JRX_SID
2014-06-16,Berita koran Pos Bali ini terbukti BOHONG . Nyatanya BEM Udayana ikut #BaliTolakReklamasi & #BatalkanPerpreslimasatuthbjad,periode_2,JRX_SID
2014-06-16,Sini pak @sbyudhoyono main bass utk lagu #BaliTolakReklamasi ! RT @SID_Official Nanti malam tampil di panggung utama PRJ Kemayoran jam 21 .00,periode_2,JRX_SID
2014-06-16,Good luck untuk rekan -rekan yg turun ke jalan hari ini . Alam pasti menang ! #BaliTolakReklamasi,periode_2,JRX_SID
2014-06-15,Yg pro kubu no .1 silakan ikuti aksi #BaliTolakReklamasi Selasa ini . Siapa tahu Cawapres kalian mau berubah pikiran :),periode_2,JRX_SID
2014-06-15,"Yg sayang Bali , ayo rapatkan barisan bela alam Bali . Jangan takut , semesta bersama kita . #BaliTolakReklamasi",periode_2,JRX_SID
2014-06-15,"Kawan2 , Selasa ini ada aksi serentak turun ke jalan utk #BatalkanPerpreslimasatuthbjad #BaliTolakReklamasi . Cek TL @forbali13 utk detail . #plsRT",periode_2,JRX_SID
2014-06-12,"Berita buruk dari @bobbyalcoholic - baliho #BaliTolakReklamasi di desanya dibongkar oleh Polisi , alasannya , @SBYudhoyono mau lewat . #plsRT",periode_2,JRX_SID
2014-06-07,OSD /LR Surabaya memberi SID lukisan tangan #BaliTolakReklamasi . Suwun guys !,periode_2,JRX_SID
2014-06-06,"Demi Indonesia yg tetap Bhinneka dan alam Bali yg tetap lestari , kali ini saya TIDAK AKAN GOLPUT . #LawanFPI #BaliTolakReklamasi
#plsRT",periode_2,JRX_SID
2014-06-01,Terima kasih atas pinjaman BMX dan dukungan #BaliTolakReklamasi nya semalam di Solo ! #SID #solo <e2><80><a6>,periode_2,JRX_SID
2014-05-30,Thanx sudah menyaksikan SID di NET TV tadi . Kalian bisa bantu perjuangan #BaliTolakReklamasi dgn mengisi petisi :,periode_2,JRX_SID
2014-05-26,Band pendukung #BaliTolakReklamasi @NosstressBali dpt kesempatan konser 1 bulan di Eropa . Ini cara semesta membalas cinta mereka thd alam :),periode_2,JRX_SID
2014-05-18,"Baliho #BaliTolakReklamasi dari komunitas sepeda @AlcoholicRider desa Suwung berdiri tegak menantang arak , eh , arah !",periode_2,JRX_SID
2014-05-02,"Dukung gerakan #BaliTolakReklamasi mbakyu , biar ga tambah parah . RT @juliaperrez : Bali macet",periode_2,JRX_SID
2014-04-28,"!!! RT @outsidersTNG : #BALITOLAKREKLAMASI at ""Nyanyian untuk alam & sosial "" tangerang . Cma ada 1 kata , TOLAK !",periode_2,JRX_SID
2014-04-22,"Dan 25 April saya & @RISVAN_SFK akan akustikan di @kopikultur - Free . Para intel harap tenang , ga ada tema #BaliTolakReklamasi nya kok :)",periode_2,JRX_SID
2014-04-17,Sebelum konser akustik saya @Adi_Hydrant @CopokTBH & @Lightning_venus dibubarkan polisi karena #BaliTolakReklamasi .,periode_2,JRX_SID
2014-04-13,"6 . Terima kasih yg sudah datang semalam , yg jauh -jauh dari pelosok Bali & luar Bali . Dukungan kalian utk #BaliTolakReklamasi sangat berarti .",periode_2,JRX_SID
2014-04-13,4 . Jauh -jauh hari sebelum acara sudah gencar memberi info jika kami akan menjual merchandise #BaliTolakReklamasi di lokasi konser .,periode_2,JRX_SID
2014-04-11,Sekelompok mahasiswa di Cambridge - Inggris menandatangani petisi #BaliTolakReklamasi / via @LauraPramana,periode_2,JRX_SID
2014-04-11,2 . Lokasi acara akustikan /penjualan kaos #BaliTolakReklamasi & #EcoDefender > Yokii Shop - Jln Drupadi 9A - Seminyak .,periode_2,JRX_SID
2014-04-11,1 . Malam ini 7 pm saya & @Adi_Hydrant akustikan + jual kaos #BaliTolakReklamasi 100K & kaos #EcoDefender 150K - 100 % penjualan u / @WalhiBali,periode_2,JRX_SID
2014-04-10,1 . Besok saya & @Adi_Hydrant akustikan + jual kaos #BaliTolakReklamasi (100K ) & kaos #EcoDefender (150K ) - 100 % penjualan u / @WalhiBali,periode_2,JRX_SID
2014-04-01,"You wanna do something for #BaliTolakReklamasi yet you don 't speak Indonesian or Alien languange ? Easy , read this :",periode_2,JRX_SID
2014-03-26,"Ide #BaliBebasOgohOgohStyrofoam ini sudah ada sejak awal 2013 , tapi karena terlalu fokus sama #BaliTolakReklamasi , akhirnya kelupaan :)",periode_1,JRX_SID
2014-03-23,"Setelah dari Belgia , Jepang dan Inggris , kini #BaliTolakReklamasi bergema dari Swedia . cc : @forbali13",periode_1,JRX_SID
2014-02-14,#BeachCleanUp #BaliTolakReklamasi  /  @ucok_olok cc : gusde,periode_1,JRX_SID
2014-02-13,With @bobbybikul promoting #BaliTolakReklamasi at #HeartForSinabung /  @guswib,periode_1,JRX_SID
2014-02-13,You don 't mess with mas boy ! /  @guswib #HeartForSinabung #BaliTolakReklamasi #tama #sabian,periode_1,JRX_SID
2014-01-24,"@gm_gm Sdh sering diingatkan , tapi dia tak henti2nya nyinyir thd gerakan #BaliTolakReklamasi yg notabene melawan kerakusan penguasa /pemodal .",periode_1,JRX_SID
2014-01-22,Sebelum aksi #BaliTolakReklamasi bus Kopaja yg kami sewa sempat mogok . Hehe . Revolusi memang harus ada komedinya .,periode_1,JRX_SID
2014-01-21,Bersama musisi Bali menyanyikan #BaliTolakReklamasi di depan Istana Negara . Semoga SBY belum tuli dan <e2><80><a6>,periode_1,JRX_SID
2014-01-20,Sebelum mencederai panggung #BaliTolakReklamasi di Penggak Men Mersi Kesiman . /  @ucok_olok,periode_1,JRX_SID
2014-01-04,Penyerahan dana @xRMBLx #EcoDefender Rp .6 .000 .000 kepada @WalhiBali . Dana utk mendukung gerakan #BaliTolakReklamasi .,periode_1,JRX_SID
2014-01-02,#BaliTolakReklamasi ! cc : @forbali13 /  @guswib at @rumbleshopubud,periode_1,JRX_SID
2014-09-02,#MusikBergetar ini bukti jika #BaliTolakReklamasi adalah perjuangan yg murni didanai & dilakukan rakyat . Rakyat bersatu tak bisa dikalahkan .,periode_3,JRX_SID
2014-09-02,Di #MusikBergetar ada Hiburan : band2 cadas . Edukasi : penjelasan ttg reklamasi . Kontribusi : kamu menyumbang utk gerakan #BaliTolakReklamasi .,periode_3,JRX_SID
2014-09-02,"Info dr panitia #MusikBergetar - konsernya tanpa HTM , dipungut sumbangan minimal 10K , seluruhnya disumbang u / gerakan #BaliTolakReklamasi",periode_3,JRX_SID
2014-09-02,Kawan2 yg selama ini ingin berkontribusi utk gerakan #BaliTolakReklamasi bisa datang ke konser #MusikBergetar dan berkontribusi di sana .,periode_3,JRX_SID
2014-09-02,Kawan2 STT /banjar /komunitas yg hendak dirikan baliho #BaliTolakReklamasi ga usah khawatir ttg ijin . Baliho2 ormas juga ga ada ijinnya kok .,periode_3,JRX_SID
2014-09-02,Bu @MegawatiSSP - ini petisi #BaliTolakReklamasi #BatalkanPerpreslimasatuthbjad yg ditandatangani sekitar 22 ribu orang :,periode_3,JRX_SID
2014-09-01,"Haha , bergejolak ! RT @aparatmati #BaliTolakReklamasi mustinya pakai soundtrack lagunya Yopie Latul :  <e2><80><a6>",periode_3,JRX_SID
2014-09-01,"@GustiJoy @HouseOfRumble gak ada di sana , kaos #BaliTolakReklamasi pesan sama @Radic_co ya . Cek bio nya .",periode_3,JRX_SID
2014-08-31,"!!! RT @xRMBLx Bu @MegawatiSSP , ada salam dari Supir Truk . #BaliTolakReklamasi #BatalkanPerpreslimasatuthbjad",periode_2,JRX_SID
2014-08-31,Yew ! Ada puluhan baliho #BaliTolakReklamasi baru berdiri ! Cek TL @forbali13 :),periode_2,JRX_SID
2014-08-31,Yang mau memesan baju #BaliTolakReklamasi silakan cek bio di akun @Radic_co ya . Bisa dikirim keluar Bali . Terima kasih :),periode_2,JRX_SID
2014-08-30,Yuk ramai2 ajak Jokowi #BatalkanPerpreslimasatuthbjad & #BaliTolakReklamasi di kolom komen fanpage beliau ini :  <e2><80><a6>,periode_2,JRX_SID
2014-08-30,"Pagi mbak , jangan lupa #BaliTolakReklamasi ya :) RT @juliaperrez : Pagi semua .. I love u bali ..""",periode_2,JRX_SID
2014-08-30,Bgmn @aditawiharto ? Apakah @telkomsel bersedia SMS blast #BaliTolakReklamasi sbg timbal balik &  bukti nyata Telkomsel Cinta Bali ? #plsRT,periode_2,JRX_SID
2014-08-30,"Yg setuju RT ! RT @shitlicious @aditawiharto Gimana kalo biar imbang , bikin SMS #BaliTolakReklamasi jg ?  Yg udah baca /terlanjur terhasut gmn ?",periode_2,JRX_SID
2014-08-30,"Wowo jd Presiden ? Mustahil teriakin yel -yel #BaliTolakReklamasi ke dia , belum teriak , ormas kekar peliharaan Gubernur akan bungkam kalian :)",periode_2,JRX_SID
2014-08-30,Video @jokowi_do2 disemangati relawan Forbali dgn teriakan #BaliTolakReklamasi  - capres satunya bisa diginiin gak ? :),periode_2,JRX_SID
2014-08-29,Sesaat lg @forbali13 akan rilis video saat @jokowi_do2 disemangati yel -yel #BaliTolakReklamasi selepas bersua relawannya pagi td di Bali .,periode_2,JRX_SID
2014-08-29,Kawan kami harus mati2an hadapi paspampres agar data kasus #BaliTolakReklamasi sampai ke tangan @jokowi_do2 siang tadi . Cek TL @gendovara .,periode_2,JRX_SID
2014-08-29,Kamera nya 'major label ' :) RT @melaniesubono FOR BALI #BaliTolakReklamasi,periode_2,JRX_SID
2014-08-28,SEMINYAK BERGERAK ! > RT @DediDiatmika Seminyak bergerak ! Tolak Reklamasi Teluk Benoa ! #balitolakreklamasi,periode_2,JRX_SID
2014-08-27,"Penyemangat aksi #BaliTolakReklamasi siang ini , video heavy punk n roll @The_Dissland ""Musnah "" >   ~ Nyakcak !",periode_2,JRX_SID
2014-08-27,Peta menuju titik kumpul aksi #BaliTolakReklamasi #BatalkanPerpreslimasatuthbjad siang ini di desa Kelan .,periode_2,JRX_SID
2014-08-26,!!! RT @Mang_Tole Perobekan Baliho #BaliTolakReklamasi mrpk pembungkaman suara demokrasi . @SBYudhoyono ap ini kuliatas demokrasi Indonesia ?,periode_2,JRX_SID
2014-08-26,"Buktikan pada dunia jika demo #BaliTolakReklamasi besok bukan demo merusak . Kita melawan krn CINTA , bukan krn UANG .",periode_2,JRX_SID
2014-08-26,"1 . Beberapa media memojokkan aksi demo #BaliTolakReklamasi dgn tuduhan ""memberi citra buruk kepada pariwisata "". Haha . Media bayaran .",periode_2,JRX_SID
2014-08-26,"Suwun mbak . RT @AlissaWahid Mas mbak twitter , jangan lupa dukung #BaliTolakReklamasi ya . Biar ndak ancur . Info lengkap ada di TL bli JRX",periode_2,JRX_SID
2014-08-25,Maaf jika tiap hari saya penuhi TL dgn perjuangan #BaliTolakReklamasi - Bali satu2nya rumah kami . Kami ga punya pilihan lain selain melawan .,periode_2,JRX_SID
2014-08-25,Coba baca ini jika kamu mulai merasa bosan dengan perjuangan #BaliTolakReklamasi :),periode_2,JRX_SID
2014-08-25,Salut ! STT banjar Pengabetan Kuta dirikan baliho #BaliTolakReklamasi kemarin . Semoga STT2 yg belum segera #bergerak,periode_2,JRX_SID
2014-08-25,Pak @jokowi_do2 ini salah satu baliho #BaliTolakReklamasi yg dirusak orang bayaran semalam . #JokoWillSaveBali pls RT,periode_2,JRX_SID
2014-08-25,Semoga bayaran utk rusak baliho #BaliTolakReklamasi setimpal dgn kehancuran tanah kelahiranmu kelak . Leluhur & anak cucu mu pasti bangga .,periode_2,JRX_SID
2014-08-24,3 . Tak seperti baliho #BaliTolakReklamasi yg 100 % dibiayai /dipasang oleh rakyat . Baliho pro dibiayai  investor & dipasang orang2 bayaran .,periode_2,JRX_SID
2014-08-24,Gelegar #BaliTolakReklamasi meriahkan malam puncak #SanurVillageFestival semalam :  - cc : @jokowi_do2 #JokoWillSaveBali,periode_2,JRX_SID
2014-08-24,Yg ke Sanur Festival malam ini jangan lewatkan grup lawak ibu -ibu Gedebong Goyang yg akan membawakan lawakan bertema #BaliTolakReklamasi :),periode_2,JRX_SID
2014-08-23,"Ibu -ibu PKK mulai bergerak utk #BaliTolakReklamasi , anak2 muda Bali yg mengaku rebel , gaul tapi apatis harusnya MALU dikalahin ibu -ibu :)",periode_2,JRX_SID
2014-08-23,:) RT @forbali13 Spanduk /baliho #BatalkanPerpreslimasatuthbjad #BaliTolakReklamasi mu dirobek ? Tambal aja ! ;),periode_2,JRX_SID
2014-08-23,Keren ! Bahkan ibu -ibu PKK di Denpasar mulai memasang baliho #BaliTolakReklamasi #BatalkanPerpreslimasatuthbjad !,periode_2,JRX_SID
2014-08-23,#JokoWillSaveBali cc : @jokowi_do2 RT @agungsitarahma Semeton Suwung Kauh Bergerak ! #BALITOLAKREKLAMASI,periode_2,JRX_SID
2014-08-23,"Cara -cara efektif untuk mendukung gerakan #BaliTolakReklamasi - mohon bantu sebarkan , kawan . cc : @jokowi_do2",periode_2,JRX_SID
2014-08-22,Mbak @melaniesubono terima kasih atas dukungannya utk gerakan #BaliTolakReklamasi - semoga nanti benar jika #JokoWillSaveBali ya :),periode_2,JRX_SID
2014-08-22,Bang @fadjroel terima kasih atas dukungannya utk gerakan #BaliTolakReklamasi - semoga nanti benar jika #JokoWillSaveBali ya :),periode_2,JRX_SID
2014-08-22,Bro @glennfredly terima kasih atas dukungannya utk gerakan #BaliTolakReklamasi - semoga nanti benar jika #JokoWillSaveBali :),periode_2,JRX_SID
2014-08-22,Om @addiems terima kasih atas dukungannya utk gerakan #BaliTolakReklamasi - semoga nanti benar jika #JokoWillSaveBali :),periode_2,JRX_SID
2014-08-22,"#JokoWillSaveBali RT @chamocier Sy dr Samosir island , Danau Toba TEGAS menyuarakan #BaliTolakReklamasi cc @forbali13 @WALHIBali @jokowi_do2",periode_2,JRX_SID
2014-08-22,:) RT @imanrsaputra_ JRX yg udah tua aja msih gagah teriakin #BaliTolakReklamasi masak yg muda beda & brbahaya mlepem ? #JokoWillSaveBali,periode_2,JRX_SID
2014-08-22,"Warga Indonesia yg sayang Bali , yuk beri pemahaman ke @juliaperrez jika Bali akan makin cantik dan lestari jika #BaliTolakReklamasi . #plsRT",periode_2,JRX_SID
2014-08-21,"Selamat pak @jokowi_do2 - jangan khianati Bali yg ikut memenangkan anda , segera #BatalkanPerpreslimasatuthbjad karena #BaliTolakReklamasi ! #plsRT",periode_2,JRX_SID
2014-08-14,"Di bandar udara internasional Lombok , #SID disambut puluhan Outsiders dengan bendera #BaliTolakReklamasi .",periode_2,JRX_SID
2014-08-14,"Penguasa pakai ""ninja "" utk merusak baliho2 #BaliTolakReklamasi . Ini artinya penguasa panik , tapi ga punya nyali utk adu fakta secara terbuka",periode_2,JRX_SID
2014-08-12,"Warga Renon , Denpasar juga akan segera nyatakan dukungan untuk #BaliTolakReklamasi ! via @BOBBYBIKUL",periode_2,JRX_SID
2014-08-12,"Yeah , pemuda di kampung saya Silakarang , Gianyar sudah resmi mendukung #BaliTolakReklamasi !",periode_2,JRX_SID
2014-08-10,"Cara penguasa meredam gerakan #BaliTolakReklamasi sungguh membuat jijik ; pakai uang , pakai kekuasaan , ga pernah sekalipun memakai kebenaran !",periode_2,JRX_SID
2014-08-10,"STT banjar Pelasa , Kuta , resmi mendukung gerakan #BaliTolakReklamasi !",periode_2,JRX_SID
2014-08-10,Kemarin layangan #BaliTolakReklamasi dilarang ikut serta lomba layangan . Tapi layangan ini diperbolehkan panitia .,periode_2,JRX_SID
2014-07-31,!!! RT @gedeamstrong : Pagi yg cadas #BaliTolakReklamasi,periode_2,JRX_SID
2014-07-28,"Tlg koordinasi dgn @forbali13 ya . RT @suryapradana Banjar pagan kaja , pagan tengah , pagan kelod dan kelandis menyusul ! #BaliTolakReklamasi",periode_2,JRX_SID
2014-07-28,"#plsRT RT @forbali13 Penolakan kami yang hanya 'segelintir ' ini , prof @Yusrilihza_Mhd #BaliTolakReklamasi",periode_2,JRX_SID
2014-07-28,Band GAGAH ! RT @xRMBLx Moshing bersama @NatterJack_Bali di acara HUT Pemuda banjar . #BaliTolakReklamasi,periode_2,JRX_SID
2014-07-25,Belum sah jadi fans kalau belum wujudkan #BaliTolakReklamasi . RT @Metro_TV Ternyata Jokowi Fans Superman Is Dead !,periode_2,JRX_SID
2014-07-25,Klungkung ! > RT @rumble_classic tetap #BaliTolakReklamasi,periode_2,JRX_SID
2014-07-24,Yuk ! Ramaikan #BaliTolakReklamasi hari Minggu ini di pantai Padang Galak !  #plsRT,periode_2,JRX_SID
2014-07-23,Baliho #BaliTolakReklamasi lg ramai di desa2 di Bali . Desa2 yg belum ayo tunjukkan jika uang bukanlah Tuhan di Bali !,periode_2,JRX_SID
