sumber_data,parameter,date,time,periode,user,user_all,user_count,tweets,clean_text,word_count,hashtag,tag_count,is_duplicate,replying,fav_count,rep_count,ret_count,link
twitter,#balinotforsale,2012-12-23,2:45 PM,periode_6, gustulang,gustulang  baliphotoforum  slokainstitute,3,Diskusi @baliphotoforum mengulas karya Vifick Bolang #balinotforsale @slokainstitute,diskusi mengulas karya vifick bolang,5,balinotforsale,1,FALSE,False,NA,NA,2,/gustulang/status/282753851252158464
twitter,#balinotforsale,2012-10-28,1:04 PM,periode_6, vifickbolang,vifickbolang  PemelukPohon  asruldwi  setonirojim,4,@PemelukPohon @asruldwi 3hari ini pemotretan utk project #BaliNotForSale gmn dg kalian ? #3point cc : @setonirojim,pemotretan project gmn,3,BaliNotForSale  3point,2,FALSE,False,NA,2,NA,/vifickbolang/status/262434540172230656
twitter,#balinotforsale,2012-10-27,11:26 PM,periode_6, vifickbolang,vifickbolang  asruldwi  PemelukPohon,3,@asruldwi @PemelukPohon skr lg panas2nya isu yg berkaitan dg project foto -ku #BaliNotForSale ada investor mo bikin hotel di hutan mangrove,skr panasnya isu berkaitan project foto ku investor mo bikin hotel hutan mangrove,13,BaliNotForSale,1,FALSE,False,NA,NA,NA,/vifickbolang/status/262228786538508289
twitter,#balinotforsale,2012-10-26,6:57 AM,periode_6, IndieBaliMusik,IndieBaliMusik,1,"Berikan nafas dewata untuk bali , agar bali tidak dijajah diam2 oleh para pendatang :) #BaliNotForSale !",nafas dewata dijajah diam pendatang,5,BaliNotForSale,1,FALSE,False,NA,1,2,/IndieBaliMusik/status/261617435772342272
twitter,#balinotforsale,2012-10-08,9:50 PM,periode_6, putradnswr,putradnswr,1,Lama -lama Bali berubah nih julukannya dari 'pulau seribu pura ' jadi 'pulau seribu hotel ' #hutanbakau #balinotforsale,berubah julukannya pulau seribu pura pulau seribu hotel,8,hutanbakau  balinotforsale,2,FALSE,False,NA,NA,1,/putradnswr/status/255319143568519168
twitter,#balinotforsale,2012-10-08,9:39 PM,periode_6, putradnswr,putradnswr,1,"Bali Clean & Green motto dari pemerintah yang terbukti saat ini , hanya sekedar wacana semata .. #balinotforsale",clean green motto pemerintah terbukti sekedar wacana,7,balinotforsale,1,FALSE,False,NA,NA,NA,/putradnswr/status/255316485705183232
twitter,#balinotforsale,2012-10-08,9:06 PM,periode_6, Gektaaaa,Gektaaaa,1,Bali not for Sale ! #balinotforsale dukung hutan mangrove kita supaya tak d kuasai investor yg akan membuat apartment /hotel lg ! Use hastag !!!,sale dukung hutan mangrove kuasai investor apartment hotel use hastag,10,balinotforsale,1,FALSE,False,1,NA,NA,/Gektaaaa/status/255308228555055104
twitter,#balinotforsale,2012-10-08,1:21 PM,periode_6, nandaaRD,nandaaRD,1,Jaga hutan mangrove kita di Bali #balinotforsale,jaga hutan mangrove,3,balinotforsale,1,FALSE,False,NA,NA,NA,/nandaaRD/status/255191066230272000
twitter,#balinotforsale,2012-06-06,4:58 PM,periode_6, Angka_Ganjil,Angka_Ganjil  NathaSutrisna  yudi_artana  oktaviannanda  bagussatya_n,5,#Kotapenat #RockerKehujanan #Hari -Hariku #NananaPantaiKuta #BaliNotForSale @NathaSutrisna @yudi_artana @oktaviannanda @bagussatya_n,hariku,1,Kotapenat  RockerKehujanan  Hari  NananaPantaiKuta  BaliNotForSale,5,FALSE,False,NA,NA,NA,/Angka_Ganjil/status/210309583472836608
twitter,#balinotforsale,2012-10-26,7:38 AM,periode_6, Imperieos,Imperieos  IndieBaliMusik,2,"""@IndieBaliMusik : Berikan nafas dewata untuk bali , agar bali tidak dijajah diam2 oleh para pendatang :) #BaliNotForSale !""",nafas dewata dijajah diam pendatang,5,BaliNotForSale,1,FALSE,False,NA,NA,1,/Imperieos/status/261627887914975232
twitter,#balinotforsale,2012-10-08,10:02 PM,periode_6, omangyulii,omangyulii  dharmaputraa,2,RT @dharmaputraa : Lama -lama Bali berubah nih julukannya dari 'pulau seribu pura ' jadi 'pulau seribu hotel ' #hutanbakau #balinotforsale,berubah julukannya pulau seribu pura pulau seribu hotel,8,hutanbakau  balinotforsale,2,FALSE,False,NA,NA,NA,/omangyulii/status/255322322062417921
twitter,#balinotforsale,2012-10-08,1:16 PM,periode_6, evanvirgan,evanvirgan,1,Bali not for Sale ! #balinotforsale dukung hutan mangrove kita supaya tak d kuasai investor yg akan membuat apartment /hotel lg ! Use hastag !!!,sale dukung hutan mangrove kuasai investor apartment hotel use hastag,10,balinotforsale,1,TRUE,False,NA,NA,1,/evanvirgan/status/255189836196110337
twitter,#balinotforsale,2012-06-05,10:52 PM,periode_6, Angka_Ganjil,Angka_Ganjil,1,#Kotapenat #RockerKehujanan #Hari -Hariku #NananaPantaiKuta #BaliNotForSale #KebunBinatangku #LidahBuaya,hariku,1,Kotapenat  RockerKehujanan  Hari  NananaPantaiKuta  BaliNotForSale  KebunBinatangku  LidahBuaya,7,FALSE,False,NA,NA,NA,/Angka_Ganjil/status/210036424475553793
twitter,#balinotforsale,2013-06-30,1:29 AM,periode_6, ranyaranyy,ranyaranyy  JRX_SID,2,OMG I LOVE YOU ! RT @JRX_SID : Penguasa & mafia silakan obral tanah ini . Saya akan terus melawan . Tunggu konser #BaliNotForSale bulan Juli ini,omg love penguasa mafia silakan obral tanah melawan tunggu konser juli,11,BaliNotForSale,1,FALSE,False,NA,NA,2,/ranyaranyy/status/351044670547177472
twitter,#balinotforsale,2013-06-29,7:11 PM,periode_6, MadeMinggirAwas,MadeMinggirAwas  NgurahBIKUL  bimbim_s  NgurahBIKUL  jasmara_osd,5,Mp3 jg sudah !RT @NgurahBIKUL : RT @bimbim_s : #BaliNotForSale @NgurahBIKUL @jasmara_osd (cont ) ,,0,BaliNotForSale,1,FALSE,False,NA,NA,NA,/MadeMinggirAwas/status/350949724506951680
twitter,#balinotforsale,2013-06-29,1:18 PM,periode_6, denny_juliana,denny_juliana  JRX_SID  arya_poetra_09,3,"Dmn bli ? RT @JRX_SID Jika semua lancar , 21 Juli ini . RT @arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?",dmn lancar juli konser,4,BaliNotForSale,1,FALSE,False,NA,NA,NA,/denny_juliana/status/350860784366141441
twitter,#balinotforsale,2013-06-29,11:37 AM,periode_6, karmita_sari,karmita_sari,1,"Suka sedih kalo ke Tabanan . Sawahnya udah nggak sebanyak , sehijau dulu lagi . Sawah hijaunya diganti sama ""sawah beton ""  #BaliNotForSale",suka sedih kalo tabanan sawahnya udah nggak sehijau sawah hijaunya diganti sawah beton,13,BaliNotForSale,1,FALSE,False,NA,NA,2,/karmita_sari/status/350835472953638912
twitter,#balinotforsale,2013-06-29,11:34 AM,periode_6, karmita_sari,karmita_sari,1,#BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale :):):):):):),,0,BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale,8,FALSE,False,NA,NA,1,/karmita_sari/status/350834751646597120
twitter,#balinotforsale,2013-06-29,11:33 AM,periode_6, Yudak_OSD,Yudak_OSD  upha_mahendra,2,"RT ""@upha_mahendra : #BaliNotForSale Jaga Bali kita ini , krna pulau ini indah hanya disini saja ada Pulau Seribu Pura .""",jaga krna pulau indah pulau seribu pura,7,BaliNotForSale,1,FALSE,False,NA,NA,1,/Yudak_OSD/status/350834274397724673
twitter,#balinotforsale,2013-06-29,11:30 AM,periode_6, upha_mahendra,upha_mahendra,1,"#BaliNotForSale Jaga Bali kita ini , krna pulau ini indah hanya disini saja ada Pulau Seribu Pura .",jaga krna pulau indah pulau seribu pura,7,BaliNotForSale,1,FALSE,False,NA,NA,NA,/upha_mahendra/status/350833572313182210
twitter,#balinotforsale,2013-06-29,11:26 AM,periode_6, Yudak_OSD,Yudak_OSD  JRX_SID,2,"@JRX_SID ditunggu ya konser #BaliNotForSale , kita buktikan kepada badut itu , kita tdk inginkan bali ini habis oleh kemunafikan .",ditunggu konser buktikan badut habis kemunafikan,6,BaliNotForSale,1,FALSE,False,NA,NA,1,/Yudak_OSD/status/350832653475393536
twitter,#balinotforsale,2013-06-29,11:25 AM,periode_6, Yudak_OSD,Yudak_OSD  karmita_sari  Yudak_OSD,3,"Matikan para badut berdasi :) ""@karmita_sari : Jangan sampai di jajah oleh uang ;) #BaliNotForSale RT @Yudak_OSD : Jangan biarkan gedung",matikan badut berdasi jajah uang biarkan gedung,7,BaliNotForSale,1,FALSE,False,NA,NA,NA,/Yudak_OSD/status/350832400877617152
twitter,#balinotforsale,2013-06-29,11:24 AM,periode_6, karmita_sari,karmita_sari  Yudak_OSD,2,"Jangan sampai di jajah oleh uang ;) #BaliNotForSale RT @Yudak_OSD : Jangan biarkan gedung menjadi raja :) ""karmita_sari : Ayo selamatkan Bali",jajah uang biarkan gedung raja karmitasari selamatkan,7,BaliNotForSale,1,FALSE,False,NA,NA,NA,/karmita_sari/status/350832152562249728
twitter,#balinotforsale,2013-06-29,11:22 AM,periode_6, karmita_sari,karmita_sari  indahWik,2,"#BaliNotForSale :) RT @indahWik : RTRTRT ""karmita_sari : Kita lahir di Bali , besar di Bali , hidup di Bali . Masak iya tega ngerusak Bali ?",rtrtrt karmitasari lahir hidup masak iya tega ngerusak,8,BaliNotForSale,1,FALSE,False,NA,NA,1,/karmita_sari/status/350831592115159040
twitter,#balinotforsale,2013-06-29,11:21 AM,periode_6, Yudak_OSD,Yudak_OSD  karmita_sari  Yudak_OSD,3,"Jangan biarkan gedung menjadi raja :) ""@karmita_sari : Ayo selamatkan Bali kita !!! #BaliNotForSale RT @Yudak_OSD : Tepat ! <c2><bb> RT",biarkan gedung raja selamatkan,4,BaliNotForSale,1,FALSE,False,NA,NA,NA,/Yudak_OSD/status/350831307229634562
twitter,#balinotforsale,2013-06-29,11:19 AM,periode_6, karmita_sari,karmita_sari  Yudak_OSD,2,"Ayo selamatkan Bali kita !!! #BaliNotForSale RT @Yudak_OSD : Tepat ! <c2><bb> RT ""karmita_sari : Kita lahir di Bali , besar di Bali , hidup di Bali .",selamatkan karmitasari lahir hidup,4,BaliNotForSale,1,FALSE,False,NA,NA,1,/karmita_sari/status/350830858623664133
twitter,#balinotforsale,2013-06-29,11:18 AM,periode_6, muhjojo21,muhjojo21  Yudak_OSD  karmita_sari,3,"RT @Yudak_OSD Tepat ! <c2><bb> RT ""@karmita_sari : Kita lahir di Bali , besar di Bali , hidup di Bali . Masak iya tega ngerusak Bali ? #BaliNotForSale """,lahir hidup masak iya tega ngerusak,6,BaliNotForSale,1,FALSE,False,NA,NA,NA,/muhjojo21/status/350830555316756484
twitter,#balinotforsale,2013-06-29,11:16 AM,periode_6, Yudak_OSD,Yudak_OSD  karmita_sari,2,"Tepat ! <c2><bb> RT ""@karmita_sari : Kita lahir di Bali , besar di Bali , hidup di Bali . Masak iya tega ngerusak Bali ? #BaliNotForSale """,lahir hidup masak iya tega ngerusak,6,BaliNotForSale,1,FALSE,False,NA,NA,NA,/Yudak_OSD/status/350830080181809153
twitter,#balinotforsale,2013-06-29,11:15 AM,periode_6, karmita_sari,karmita_sari,1,"Kita lahir di Bali , besar di Bali , hidup di Bali . Masak iya tega ngerusak Bali ? #BaliNotForSale",lahir hidup masak iya tega ngerusak,6,BaliNotForSale,1,FALSE,False,NA,NA,5,/karmita_sari/status/350829775541112832
twitter,#balinotforsale,2013-06-29,10:37 AM,periode_6, saintminorBALI,saintminorBALI  JRX_SID  arya_poetra_09,3,"RT @JRX_SID : Jika semua lancar , 21 Juli ini . RT @arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?",lancar juli konser,3,BaliNotForSale,1,FALSE,False,NA,NA,NA,/saintminorBALI/status/350820238406852611
twitter,#balinotforsale,2013-06-29,10:07 AM,periode_6, Koiruless,Koiruless  jrx_sid,2,@jrx_sid bli konser #balinotforsale nya kpan ? Dmn ?,konser kpan dmn,3,balinotforsale,1,FALSE,True,NA,NA,NA,/Koiruless/status/350812727792508929
twitter,#balinotforsale,2013-06-29,9:51 AM,periode_6, bennyaryana,bennyaryana  JRX_SID  arya_poetra_09,3,"Diadain dmn bli ? RT ""@JRX_SID : Jika semua lancar , 21 Juli ini . RT @arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?""",diadain dmn lancar juli konser,5,BaliNotForSale,1,FALSE,False,NA,NA,NA,/bennyaryana/status/350808834278825984
twitter,#balinotforsale,2013-06-29,9:26 AM,periode_6, Dwiian_julihart,Dwiian_julihart  JRX_SID  arya_poetra_09,3,"""Pas ultah ku dong :D @JRX_SID : Jika semua lancar , 21 Juli ini . RT @arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?""",pas ultah ku lancar juli konser,6,BaliNotForSale,1,FALSE,False,NA,NA,NA,/Dwiian_julihart/status/350802327470477312
twitter,#balinotforsale,2013-06-29,9:20 AM,periode_6, SuarnawaK,SuarnawaK  JRX_SID  arya_poetra_09,3,"lokasi dan jam nya bos ???""@JRX_SID : Jika semua lancar , 21 Juli ini . RT @arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?""",lokasi bos lancar juli konser,5,BaliNotForSale,1,FALSE,False,NA,NA,NA,/SuarnawaK/status/350800935804604417
twitter,#balinotforsale,2013-06-29,9:17 AM,periode_6, aksanul_amru4,aksanul_amru4  wiramahardika2,2,"Km dmna ?""@wiramahardika2 : #BaliNotForSale",km dmna,2,BaliNotForSale,1,FALSE,False,NA,1,NA,/aksanul_amru4/status/350800269946265601
twitter,#balinotforsale,2013-06-29,9:16 AM,periode_6, Oscar_Rock13,Oscar_Rock13,1,Bli JRX akan diadakan dimana #BaliNotForSale ?,diadakan dimana,2,BaliNotForSale,1,FALSE,False,NA,NA,NA,/Oscar_Rock13/status/350799885735436288
twitter,#balinotforsale,2013-06-29,9:14 AM,periode_6, wiramahardika2,wiramahardika2,1,#BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale #BaliNotForSale,,0,BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale  BaliNotForSale,8,FALSE,False,NA,NA,NA,/wiramahardika2/status/350799484118245377
twitter,#balinotforsale,2013-06-29,9:10 AM,periode_6, dek_yani,dek_yani  JRX_SID  arya_poetra_09,3,"*tandain kalender * RT @JRX_SID : Jika semua lancar , 21 Juli ini . RT @arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?",tandain kalender lancar juli konser,5,BaliNotForSale,1,FALSE,False,NA,NA,NA,/dek_yani/status/350798393955725312
twitter,#balinotforsale,2013-06-29,9:08 AM,periode_6, PeWe_Bartland,PeWe_Bartland  JRX_SID,2,"Weh dajjal bls twitq bangsat <c2><bb>RT @JRX_SID : Jika semua lancar , 21 Juli ini . RT arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?",weh dajjal bls twitq bangsat lancar juli aryapoetra konser,9,BaliNotForSale,1,FALSE,False,NA,NA,NA,/PeWe_Bartland/status/350797972600139777
twitter,#balinotforsale,2013-06-29,9:05 AM,periode_6, agitagiit_,agitagiit_  JRX_SID  arya_poetra_09,3,"Semoga lancar . Jangan jual Bali kami RT @JRX_SID : Jika semua lancar , 21 Juli ini . RT @arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?",semoga lancar jual lancar juli konser,6,BaliNotForSale,1,FALSE,False,NA,NA,NA,/agitagiit_/status/350797023873732608
twitter,#balinotforsale,2013-06-29,9:04 AM,periode_6, bentarabumi,bentarabumi  JRX_SID  arya_poetra_09,3,"Sukses Bli ! Semesta bersamamu ! MT @JRX_SID : Jika semua lancar , 21 Juli ini . RT @arya_poetra_09 Bli JRX kapan konser #BaliNotForSale ?",sukses semesta bersamamu mt lancar juli konser,7,BaliNotForSale,1,FALSE,False,NA,NA,NA,/bentarabumi/status/350796888867471361
twitter,#balinotforsale,2013-06-29,9:01 AM,periode_6, cokle02,cokle02  JRX_SID,2,Bli @JRX_SID kapan konser #BaliNotForSale ?,konser,1,BaliNotForSale,1,FALSE,False,NA,NA,NA,/cokle02/status/350796145691336705
twitter,#balinotforsale,2013-06-29,8:39 AM,periode_6, cokle02,cokle02,1,#BaliNotForSale,,0,BaliNotForSale,1,FALSE,False,NA,NA,NA,/cokle02/status/350790685105983490
twitter,#balinotforsale,2013-06-28,9:32 PM,periode_6, Kharisma_Arai,Kharisma_Arai,1,#BaliNotForSale Kami Cinta Bali,cinta,1,BaliNotForSale,1,FALSE,False,NA,NA,NA,/Kharisma_Arai/status/350622832595714048
twitter,#balinotforsale,2013-06-28,8:11 PM,periode_6, billieangga06,billieangga06  JRX_SID,2,Bli kapan acara #BaliNotForSale di Ubud ? @JRX_SID,acara ubud,2,BaliNotForSale,1,FALSE,False,NA,NA,NA,/billieangga06/status/350602255881351171
twitter,#balinotforsale,2013-06-28,7:26 PM,periode_6, bogbogcartoon,bogbogcartoon  Anak_Alam  bogbogcartoon,3,woukeh dokehh JRX_SID : Beres meeting utk event #BaliNotForSale Juli ini d Ubud . Admin @Anak_Alam & @bogbogcartoon tlg DM saya Thank you <e2><80><9d>,woukeh dokehh beres meeting event juli ubud admin tlg dm thank,11,BaliNotForSale,1,FALSE,False,NA,NA,NA,/bogbogcartoon/status/350590974268948480
twitter,#balinotforsale,2013-06-28,9:09 AM,periode_6, IB_Swastika,IB_Swastika  JRX_SID  anakalam  bogbogcartoon,4,Check DM ! RT @JRX_SID : Beres meeting utk event #BaliNotForSale Juli ini di Ubud . Admin @anakalam & @bogbogcartoon tlg DM saya no .kalian ya .,check dm beres meeting event juli ubud admin tlg dm,10,BaliNotForSale,1,FALSE,False,NA,NA,NA,/IB_Swastika/status/350435681295802371
twitter,#balinotforsale,2013-06-27,11:11 PM,periode_6, BudiAntaraa,BudiAntaraa,1,Komunitas Anak Alam :  #BaliNotForSale,komunitas anak alam,3,BaliNotForSale,1,FALSE,False,NA,NA,NA,/BudiAntaraa/status/350285331473502208
twitter,#balinotforsale,2013-06-27,10:37 PM,periode_6, sneakersaddcts,sneakersaddcts,1,"Sambil tiduran diantara suara rintik hujan , coba temani berita kecil nan tragis ini :  #BaliNotForSale",tiduran suara rintik hujan coba temani berita nan tragis,9,BaliNotForSale,1,FALSE,False,NA,1,2,/sneakersaddcts/status/350276819477467137
twitter,#balinotforsale,2013-06-27,10:29 PM,periode_6, Dhebot91,Dhebot91  naviculamusic  WalhiBali  JRX_SID,4,cc . @naviculamusic @WalhiBali @JRX_SID #balinotforsale ,,0,balinotforsale,1,FALSE,False,NA,NA,NA,/Dhebot91/status/350274588057407488
twitter,#balinotforsale,2013-06-27,9:04 PM,periode_6, DedeNarendra,DedeNarendra,1,#BaliNotForSale !,,0,BaliNotForSale,1,FALSE,False,NA,NA,NA,/DedeNarendra/status/350253331953885184
twitter,#balinotforsale,2013-06-27,8:24 PM,periode_6, karmita_sari,karmita_sari  billieangga06,2,RT @billieangga06 : Ingat #BaliNotForSale !!!,,0,BaliNotForSale,1,FALSE,False,NA,NA,1,/karmita_sari/status/350243313934278659
twitter,#balinotforsale,2013-06-27,8:19 PM,periode_6, sneakersaddcts,sneakersaddcts  haidyrrahman  VANSotw_,3,"RT @haidyrrahman : RT @VANSotw_: Save earth , Save Bali , GO GREEN !!! #BaliNotForSale",save earth save green,4,BaliNotForSale,1,FALSE,False,NA,NA,NA,/sneakersaddcts/status/350242043991302148
twitter,#balinotforsale,2013-06-27,8:19 PM,periode_6, billieangga06,billieangga06,1,Ingat #BaliNotForSale !!!,,0,BaliNotForSale,1,FALSE,False,NA,NA,2,/billieangga06/status/350241891897450496
twitter,#balinotforsale,2013-06-27,8:14 PM,periode_6, haidyrrahman,haidyrrahman  VANSotw_,2,"RT @VANSotw_: Save earth , Save Bali , GO GREEN !!! #BaliNotForSale",save earth save green,4,BaliNotForSale,1,FALSE,False,NA,NA,NA,/haidyrrahman/status/350240724060610561
twitter,#balinotforsale,2013-06-27,7:15 PM,periode_6, rista_budi,rista_budi  randyprasatya,2,"#BaliNotForSale RT @randyprasatya Hembus angin yg terasa panas , keringat menetes di dada . Tiada henti kau bekerja keras berjuang demi cinta .",hembus angin panas keringat menetes dada tiada henti keras berjuang cinta,11,BaliNotForSale,1,FALSE,False,NA,NA,NA,/rista_budi/status/350225862060290050
twitter,#balinotforsale,2013-06-27,6:54 PM,periode_6, Pungkyfunxrock,Pungkyfunxrock  SBYudhoyono  mangku_pastika,3,#BaliNotForSale @SBYudhoyono @mangku_pastika ,,0,BaliNotForSale,1,FALSE,True,NA,NA,NA,/Pungkyfunxrock/status/350220683302797315
twitter,#balinotforsale,2013-06-27,4:51 PM,periode_6, novamarley_bob1,novamarley_bob1,1,"Nu luwungan nglih pemimpin ling pengangon ""sampi "" drpda ne negakin ""buldozer ""..kayak 'ne ,#BaliNotForSale",luwungan nglih pemimpin ling pengangon sampi drpda negakin buldozer kayak,10,BaliNotForSale,1,FALSE,False,NA,NA,NA,/novamarley_bob1/status/350189742266134528
twitter,#balinotforsale,2013-06-27,4:33 PM,periode_6, mande_sp,mande_sp  SBYudhoyono  SID_Official,3,Bapak Presiden @SBYudhoyono udh ntn video #JadilahLegenda @SID_Official blm ? Jangan lupa ntn ya pak :) #BHINEKATUNGGALIKA #BaliNotForSale,presiden udh ntn video blm lupa ntn,7,JadilahLegenda  BHINEKATUNGGALIKA  BaliNotForSale,3,FALSE,False,NA,NA,NA,/mande_sp/status/350185119832752128
twitter,#balinotforsale,2013-06-27,3:59 PM,periode_6, SatyaWIGD,SatyaWIGD  JRX_SID  Anak_Alam  bogbogcartoon,4,RT @JRX_SID : Beres meeting utk event #BaliNotForSale Juli ini di Ubud . Admin @Anak_Alam & @bogbogcartoon tlg DM saya no .kalian ya . Thank you,beres meeting event juli ubud admin tlg dm thank,9,BaliNotForSale,1,FALSE,False,NA,NA,NA,/SatyaWIGD/status/350176630376890369
twitter,#balinotforsale,2013-06-27,3:59 PM,periode_6, CopokTBH,CopokTBH  JRX_SID  Anak_Alam  bogbogcartoon,4,RT @JRX_SID : Beres meeting utk event #BaliNotForSale Juli ini d Ubud . Admin @Anak_Alam & @bogbogcartoon tlg DM saya no kalian ya . Thank you,beres meeting event juli ubud admin tlg dm thank,9,BaliNotForSale,1,FALSE,False,NA,1,NA,/CopokTBH/status/350176499690778624
twitter,#balinotforsale,2013-06-27,3:30 PM,periode_6, yogik04,yogik04  jrx_sid  anak_alam  bogbogcartoon,4,@jrx_sid @anak_alam @bogbogcartoon tanggal berapa acara #balinotforsale nya itu ?,tanggal acara,2,balinotforsale,1,FALSE,True,NA,NA,NA,/yogik04/status/350169351409778688
twitter,#balinotforsale,2013-06-27,3:29 PM,periode_6, semaraguntung,semaraguntung  IndraDananjaya  JRX_SID  Anak_Alam,4,"We tak diajak :(""@IndraDananjaya : tadi typo haha :)) --> @JRX_SID Beres meeting utk event #BaliNotForSale Juli ini di Ubud . Admin @Anak_Alam",diajak typo beres meeting event juli ubud admin,8,BaliNotForSale,1,FALSE,False,NA,NA,NA,/semaraguntung/status/350168966490112000
twitter,#balinotforsale,2013-06-27,3:22 PM,periode_6, echisidescy,echisidescy  JRX_SID,2,Di deket sawah Not For Sale Ubud yah RT @JRX_SID : Beres meeting utk event #BaliNotForSale Juli ini di Ubud,deket sawah sale ubud yah beres meeting event juli ubud,10,BaliNotForSale,1,FALSE,False,NA,NA,NA,/echisidescy/status/350167141112225792
twitter,#balinotforsale,2013-06-27,3:18 PM,periode_6, adiprasetya_81,adiprasetya_81  gendovara,2,ttp berjuang bli @gendovara & Hilangkan org <e2><80><9c> rakus yg ingin ber investor di Pulau Bali ..  #BaliNotForSale,ttp berjuang hilangkan org rakus investor pulau,7,BaliNotForSale,1,FALSE,False,NA,NA,NA,/adiprasetya_81/status/350166128573685760
twitter,#balinotforsale,2013-06-27,3:15 PM,periode_6, IndraDananjaya,IndraDananjaya  JRX_SID  Anak_Alam  bogbogcartoon,4,tadi typo haha :)) --> @JRX_SID Beres meeting utk event #BaliNotForSale Juli ini di Ubud . Admin @Anak_Alam & @bogbogcartoon tlg DM saya no,typo beres meeting event juli ubud admin tlg dm,9,BaliNotForSale,1,FALSE,True,NA,NA,NA,/IndraDananjaya/status/350165574569050113
twitter,#balinotforsale,2013-06-27,3:12 PM,periode_6, DinarArsyilH,DinarArsyilH  JRX_SID  anakalam  bogbogcartoon,4,RT @JRX_SID : Beres meeting utk event #BaliNotForSale Juli ini di Ubud . Admin @anakalam & @bogbogcartoon tlg DM saya no .kalian ya . Thank you .,beres meeting event juli ubud admin tlg dm thank,9,BaliNotForSale,1,FALSE,False,NA,NA,NA,/DinarArsyilH/status/350164737813774336
twitter,#balinotforsale,2013-06-27,3:09 PM,periode_6, jojochristopher,jojochristopher  JRX_SID,2,@JRX_SID hadir bli ke Ubud untuk event #BaliNotForSale nya . Juli -agustus di Bali . Mohon bantuannya bli :),hadir ubud event juli agustus mohon bantuannya,7,BaliNotForSale,1,FALSE,True,NA,NA,NA,/jojochristopher/status/350163944532475904
twitter,#balinotforsale,2013-06-27,3:07 PM,periode_6, SPACEYOURMOVE,SPACEYOURMOVE  egyadhiyatna  SPACEYOURMOVE,3,Km cocok buat boyband gyk <e2><80><9c>@egyadhiyatna : <e2><80><9c>Ga cucok cyinn @SPACEYOURMOVE : Apa cocok Bali dijual utk pariwisata ?? #BaliNotForSale <e2><80><9d><e2><80><9d>,km cocok boyband gyk cucok cyinn cocok dijual pariwisata,9,BaliNotForSale,1,FALSE,True,NA,1,NA,/SPACEYOURMOVE/status/350163521436266496
twitter,#balinotforsale,2013-06-27,3:05 PM,periode_6, egyadhiyatna,egyadhiyatna  SPACEYOURMOVE,2,<e2><80><9c>Ga cucok cyinn @SPACEYOURMOVE : Apa cocok Bali dijual utk pariwisata ?? #BaliNotForSale <e2><80><9d>,cucok cyinn cocok dijual pariwisata,5,BaliNotForSale,1,FALSE,True,NA,1,NA,/egyadhiyatna/status/350162998318481408
twitter,#balinotforsale,2013-06-27,3:05 PM,periode_6, IndraDananjaya,IndraDananjaya  anak_alam  JRX_SID  anakalam  bogbogcartoon,5,"@anak_alam bli yg bener ""@JRX_SID : Beres meeting utk event #BaliNotForSale Juli ini di Ubud . Admin @anakalam & @bogbogcartoon tlg DM saya no",bener beres meeting event juli ubud admin tlg dm,9,BaliNotForSale,1,FALSE,False,NA,NA,NA,/IndraDananjaya/status/350162874250952705
twitter,#balinotforsale,2013-06-27,3:04 PM,periode_6, SPACEYOURMOVE,SPACEYOURMOVE,1,Apa cocok Bali dijual utk pariwisata ?? #BaliNotForSale,cocok dijual pariwisata,3,BaliNotForSale,1,FALSE,False,NA,1,1,/SPACEYOURMOVE/status/350162780290166784
twitter,#balinotforsale,2013-06-27,3:04 PM,periode_6, kurniawan__13,kurniawan__13,1,#BaliNotForSale,,0,BaliNotForSale,1,TRUE,False,NA,NA,NA,/kurniawan__13/status/350162706231345153
twitter,#balinotforsale,2013-06-27,3:03 PM,periode_6, WiselyFuture,WiselyFuture  JRX_SID  anakalam  bogbogcartoon,4,RT @JRX_SID : Beres meeting utk event #BaliNotForSale Juli ini di Ubud . Admin @anakalam & @bogbogcartoon tlg DM saya no .kalian ya . Thank you .,beres meeting event juli ubud admin tlg dm thank,9,BaliNotForSale,1,TRUE,False,NA,NA,NA,/WiselyFuture/status/350162346070638593
